PRGS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_AGE,HUM_1_STA,HUM_2_FW,HUM_2_AGE,HUM_2_STA,HUM_1_POS_X,HUM_1_POS_Y,HUM_2_POS_X,HUM_2_POS_Y,ROB_1_VEL,ROB_1_CHG,SCS,FTG
0,7.384707171110276,3.3326643733195627,0.7719950607530492,0.23779017549114498,696.4453512581233,95.2400509361301,68.74372436230415,distr,y,u,free,e,s,283.37,226.93,561.99,775.95,83.06792823582607,12.17367891,0.5402219335476188,0.018595566666666664
0,7.384707171110276,3.3326643733195627,0.7719950607530492,0.23779017549114498,696.4453512581233,95.2400509361301,68.74372436230415,distr,y,u,free,e,s,283.37,226.93,561.99,775.95,83.06792823582607,12.17363616,0.5402219335476188,0.018595566666666664
3,5.99419405853626,3.3856468865937988,0.7286059846043133,0.30584038957688253,367.4550995295319,45.57696562057739,96.05343268117615,distr,y,u,free,e,s,393.08,160.03,2878.52,194.36,75.45970434359312,12.11337733,0.8160027945714292,0.02947099999999999
0,7.384707171110276,3.3326643733195627,0.7719950607530492,0.23779017549114498,696.4453512581233,95.2400509361301,68.74372436230415,distr,y,u,free,e,s,283.37,226.93,561.99,775.95,83.06792823582607,12.17363616,0.5402219335476188,0.018595566666666664
3,5.003777227009032,3.5917480442876286,0.7322008073021559,0.3336387722655543,448.0751273016986,50.448846780704514,55.91935943956502,distr,y,u,free,e,s,283.37,226.93,2878.52,194.36,38.717489351315464,11.99911534,0.887815063000001,0.033653166666666665
0,7.384707171110276,3.3326643733195627,0.7719950607530492,0.23779017549114498,696.4453512581233,95.2400509361301,68.74372436230415,distr,y,u,free,e,s,283.37,226.93,561.99,775.95,83.06792823582607,12.17363616,0.5402219335476188,0.018595566666666664
3,6.04829102704577,3.902823418831937,0.753914370881086,0.3134221517236806,365.9493835903251,44.71708781380663,74.49742012217442,distr,y,u,free,e,s,386.67,164.94,2878.52,194.36,75.37868414195488,12.11336319,0.804165173071429,0.023562000000000007
3,6.596705935327821,3.4316303289372527,0.6019894612582867,0.28653591743648094,457.70967429358365,50.239099030260526,62.70750899160278,distr,y,u,free,e,s,386.67,164.94,2878.52,194.36,34.786600932928465,12.05502496,0.8469339880000005,0.03305983333333334
3,6.834724932521933,3.3337904905070337,0.7626891570787052,0.2681352739559797,575.2104540223776,54.17514242442537,52.63502958779171,distr,y,u,free,e,s,386.67,164.94,2878.52,194.36,66.39509491988696,11.99915234,0.8326802230000004,0.024969583333333326
0,7.2600590936636795,4.018569826357644,0.6281736076061419,0.32583958573829136,352.2085873848422,54.702325387380206,44.90099596620563,distr,e,u,free,e,u,3115.69,584.43,138.53,411.75,79.73582343775423,11.22286933,0.19495004792333348,0.03958423690476191
0,7.2600590936636795,4.018569826357644,0.6281736076061419,0.32583958573829136,352.2085873848422,54.702325387380206,44.90099596620563,distr,e,u,free,e,u,3115.69,584.43,138.53,411.75,79.73582343775423,11.22282963,0.19495004792333348,0.03958423690476191
0,5.0120596149953345,3.2936734820275517,0.7003609387079871,0.2536878263231279,567.5894431634422,70.18121267132025,60.68084896631229,distr,e,u,free,e,u,925.36,181.87,138.53,411.75,82.43987106562119,11.16857777,0.6375610709880946,0.03647039404761905
0,7.2600590936636795,4.018569826357644,0.6281736076061419,0.32583958573829136,352.2085873848422,54.702325387380206,44.90099596620563,distr,e,u,free,e,u,3115.69,584.43,138.53,411.75,79.73582343775423,11.22282963,0.19495004792333348,0.03958423690476191
0,7.49401598969073,3.133060239018304,0.6733120409577643,0.26244352073930727,593.9513547786049,53.81709452280074,90.09828412875521,distr,e,u,free,e,u,1909.3,165.27,138.53,411.75,79.36931211371937,11.16857676,0.47379055728571395,0.030372602380952404
0,7.2600590936636795,4.018569826357644,0.6281736076061419,0.32583958573829136,352.2085873848422,54.702325387380206,44.90099596620563,distr,e,u,free,e,u,3115.69,584.43,138.53,411.75,79.73582343775423,11.22282963,0.19495004792333348,0.03958423690476191
0,7.494520272987505,3.02366926415987,0.7199663789527236,0.1960365562263066,559.0127721999868,69.52242503819474,70.187048419486,distr,e,u,free,e,u,548.54,194.9,138.53,411.75,82.29670133985528,11.16858303,0.3566941500709522,0.025597877380952386
0,5.110788059494767,2.9881745060101426,0.7246125570063624,0.35255221351589044,499.24538540769805,52.977305953883075,39.169553906779406,distr,e,u,free,y,h,1867.55,234.08,2356.35,560.55,81.65965665030953,11.9281727,0.7720425059285716,0.03255002916666668
0,5.082408415806347,2.9880583675353565,0.7595408474431725,0.354062704888201,499.41955794651466,30.278139137073687,31.410892445736113,distr,e,u,free,y,h,1867.55,234.08,2356.35,560.55,75.32730109940363,11.92814216,0.7431689261785714,0.032645345833333346
3,5.998502789452144,3.772575953470548,0.7111455698122626,0.354972407197353,343.6298877112271,66.4964138212728,55.84393950334761,distr,e,u,free,y,h,489.61,175.89,2886.28,195.34,78.71419674293162,11.8433051,0.9136588730000013,0.02894096666666666
0,5.082408415806347,2.9880583675353565,0.7595408474431725,0.354062704888201,499.41955794651466,30.278139137073687,31.410892445736113,distr,e,u,free,y,h,1867.55,234.08,2356.35,560.55,75.32730109940363,11.92814216,0.7431689261785714,0.032645345833333346
