PROGRESS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_1_POS,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2
1,6.42,3.7,0.53,0.38,389,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.13776220573631,0.0,0.0981446,0.1473+-0.0000,0.1457+-0.0021
1,6.42,3.7,0.53,0.38,195,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.1992265373101,0.901855,1.0,0.2609+-0.0015,0.1584+-0.0063
1,6.42,3.7,0.53,0.38,1,83.0,32.0,free,e/s,free,e/h,"110.69, 488.87","519.32, 262.95",83.0,11.26245196606122,0.0,0.0981446,0.2554+-0.0072,0.1478+-0.0043
0,6.258245066944653,2.3844801312585058,0.76774344136383,0.38624624848195754,471,72.45963064335392,59.46068141583718,foc,e/u,free,y/h,"1732.13, 371.80","322.29, 266.87",92.07693768629244,12.278859779919568,0.0,0.0981446,0.8754+-0.0822,0.0247+-0.0005
0,6.26,2.38,0.77,0.39,470,72.0,59.0,foc,e/u,free,y/h,"1732.13, 371.80","322.29, 266.87",92.0,12.27882618983332,0.00358196,0.102241,0.8039+-0.0175,0.0247+-0.0000
4,6.26,2.38,0.77,0.39,313,72.0,59.0,foc,e/u,free,y/h,"1464.06, 168.08","2909.87, 195.39",92.0,12.23122198013537,0.901855,1.0,0.8627+-0.1366,
4,6.26,2.38,0.77,0.39,156,72.0,59.0,foc,e/u,free,y/h,"2111.92, 181.54","2909.87, 195.39",92.0,12.18507066402318,0.901855,1.0,0.9993+-0.0000,
0,6.26,2.38,0.77,0.39,470,72.0,59.0,foc,e/u,free,y/h,"1732.13, 371.80","322.29, 266.87",92.0,12.27882618983332,0.0,0.0981446,0.8275+-0.0002,0.0242+-0.0000
4,6.26,2.38,0.77,0.39,313,72.0,59.0,foc,e/u,free,y/h,"1550.08, 170.61","2968.74, 199.35",92.0,12.23122001721138,0.901855,1.0,0.9993+-0.0000,
4,6.26,2.38,0.77,0.39,156,72.0,59.0,foc,e/u,free,y/h,"2197.95, 183.74","2968.74, 199.35",92.0,12.18505656763022,0.901855,1.0,0.9993+-0.0000,
0,6.26,2.38,0.77,0.39,470,72.0,59.0,foc,e/u,free,y/h,"1732.13, 371.80","322.29, 266.87",92.0,12.27882618983332,0.0,0.0981446,0.8242+-0.0031,0.0247+-0.0005
4,6.26,2.38,0.77,0.39,313,72.0,59.0,foc,e/u,free,y/h,"1766.02, 174.47","2849.52, 197.29",92.0,12.23119620532939,0.901855,1.0,0.8627+-0.1366,
4,6.26,2.38,0.77,0.39,156,72.0,59.0,foc,e/u,free,y/h,"2197.92, 183.41","2849.52, 197.29",92.0,12.18504202216035,0.901855,1.0,0.9993+-0.0000,
0,6.014230877462176,3.4351973179216544,0.7666381539976401,0.24198708037357883,548,46.74295068416984,80.50537916167605,foc,e/h,free,y/u,"102.20, 276.88","100.80, 207.37",40.494947434849806,11.789233014584228,0.901855,1.0,0.0277+-0.0011,0.7876+-0.0000
0,6.01,3.44,0.77,0.24,547,46.0,80.0,foc,e/h,free,y/u,"102.20, 276.88","100.80, 207.37",40.0,11.78919331727357,0.901855,1.0,0.0239+-0.0055,0.7876+-0.0000
3,6.01,3.44,0.77,0.24,365,46.0,80.0,foc,e/h,free,y/u,"421.51, 188.29","2868.00, 193.51",40.0,11.73434708982391,0.901855,1.0,0.0228+-0.0014,0.0433+-0.0001
5,6.01,3.44,0.77,0.24,183,46.0,80.0,foc,e/h,free,y/u,"2692.30, 177.57","2868.00, 193.51",40.0,11.68120353848766,,,,
5,6.01,3.44,0.77,0.24,1,46.0,80.0,foc,e/h,free,y/u,"2692.30, 177.57","2868.00, 193.51",40.0,11.62971640560633,,,,
0,6.01,3.44,0.77,0.24,547,46.0,80.0,foc,e/h,free,y/u,"102.20, 276.88","100.80, 207.37",40.0,11.78919331727357,0.901855,1.0,0.0298+-0.0055,0.7876+-0.0000
3,6.01,3.44,0.77,0.24,365,46.0,80.0,foc,e/h,free,y/u,"421.51, 188.29","2900.51, 194.35",40.0,11.73433259264781,0.901855,1.0,0.0194+-0.0080,0.0414+-0.0003
5,6.01,3.44,0.77,0.24,183,46.0,80.0,foc,e/h,free,y/u,"2674.31, 178.26","2900.51, 194.35",40.0,11.68119514547361,,,,
5,6.01,3.44,0.77,0.24,1,46.0,80.0,foc,e/h,free,y/u,"2674.31, 178.26","2900.51, 194.35",40.0,11.62971352299406,,,,
0,6.01,3.44,0.77,0.24,547,46.0,80.0,foc,e/h,free,y/u,"102.20, 276.88","100.80, 207.37",40.0,11.78919331727357,0.901855,1.0,0.0247+-0.0012,0.7876+-0.0000
3,6.01,3.44,0.77,0.24,365,46.0,80.0,foc,e/h,free,y/u,"421.51, 188.29","2868.00, 193.51",40.0,11.73433027180859,0.901855,1.0,0.0154+-0.0006,0.0335+-0.0046
5,6.01,3.44,0.77,0.24,183,46.0,80.0,foc,e/h,free,y/u,"2692.30, 177.57","2868.00, 193.51",40.0,11.68118876267368,,,,
5,6.01,3.44,0.77,0.24,1,46.0,80.0,foc,e/h,free,y/u,"2692.30, 177.57","2868.00, 193.51",40.0,11.62967106633322,,,,
0,5.483097178560836,2.6252443365797986,0.6477111711117061,0.1690320131098097,537,38.396598701084656,65.53131789851223,foc,y/u,foc,e/u,"3572.83, 278.65","1329.62, 782.03",37.855505840222825,11.317522909064694,0.0,0.0981446,0.8884+-0.0060,0.0172+-0.0172
0,5.48,2.63,0.65,0.17,536,38.0,65.0,foc,y/u,foc,e/u,"3572.83, 278.65","1329.62, 782.03",37.0,11.31748321175404,0.0,0.0981446,0.8626+-0.0007,0.0670+-0.0326
0,5.48,2.63,0.65,0.17,357,23.0,65.0,foc,y/u,foc,e/u,"1404.45, 167.09","1329.62, 782.03",37.0,11.26323700214645,0.0,0.0981446,0.9146+-0.0009,0.9621+-0.0007
3,5.48,2.63,0.65,0.17,178,23.0,65.0,foc,y/u,foc,e/u,"500.38, 185.11","2874.12, 194.38",37.0,11.21125182966365,0.0,0.0981446,0.7534+-0.0000,0.7800+-0.0135
0,5.48,2.63,0.65,0.17,536,38.0,65.0,foc,y/u,foc,e/u,"3572.83, 278.65","1329.62, 782.03",37.0,11.31748321175404,0.0,0.0981446,0.8709+-0.0020,0.1649+-0.1305
0,5.48,2.63,0.65,0.17,357,38.0,65.0,foc,y/u,foc,e/u,"1405.24, 166.13","1329.62, 782.03",37.0,11.2632250359148,0.0,0.0981446,0.9180+-0.0000,0.9627+-0.0000
3,5.48,2.63,0.65,0.17,178,38.0,65.0,foc,y/u,foc,e/u,"471.53, 185.70","2874.12, 194.38",37.0,11.21125810311656,0.0,0.0981446,0.7503+-0.0031,0.8310+-0.0700
0,5.48,2.63,0.65,0.17,536,38.0,65.0,foc,y/u,foc,e/u,"3572.83, 278.65","1329.62, 782.03",37.0,11.31748321175404,0.0,0.0981446,0.8711+-0.0085,0.0338+-0.0338
0,5.48,2.63,0.65,0.17,357,38.0,65.0,foc,y/u,foc,e/u,"1360.47, 168.56","1329.62, 782.03",37.0,11.26323947552517,0.0,0.0981446,0.9120+-0.0009,0.9614+-0.0000
3,5.48,2.63,0.65,0.17,178,23.0,65.0,foc,y/u,foc,e/u,"487.52, 185.31","2874.12, 194.38",37.0,11.21125759066452,0.0,0.0981446,0.7503+-0.0031,0.7793+-0.0215
0,5.049845718970796,3.9368360312900355,0.6451903979639163,0.34256636722875106,275,64.61703733913657,53.33716650810854,free,e/h,free,e/h,"1531.03, 480.75","297.23, 200.72",91.79949704280052,11.554131607231966,0.901855,1.0,0.0498+-0.0000,0.0167+-0.0048
0,5.05,3.94,0.65,0.34,274,64.0,53.0,free,e/h,free,e/h,"1531.03, 480.75","297.23, 200.72",91.0,11.55411328529289,0.901855,1.0,0.0484+-0.0004,0.0198+-0.0030
2,5.05,3.94,0.65,0.34,183,64.0,53.0,free,e/h,free,e/h,"379.75, 173.27","2161.19, 183.99",91.0,11.52655579709129,0.901855,1.0,0.0131+-0.0005,0.0506+-0.0206
4,5.05,3.94,0.65,0.34,92,64.0,53.0,free,e/h,free,e/h,"2360.09, 171.92","2850.06, 197.14",91.0,11.49926729817475,0.901855,1.0,0.0898+-0.0139,
5,5.05,3.94,0.65,0.34,1,64.0,53.0,free,e/h,free,e/h,"2935.61, 195.72","2850.06, 197.14",91.0,11.47226229297867,,,,
0,5.05,3.94,0.65,0.34,274,64.0,53.0,free,e/h,free,e/h,"1531.03, 480.75","297.23, 200.72",91.0,11.55411328529289,0.901855,1.0,0.0354+-0.0165,0.0236+-0.0012
2,5.05,3.94,0.65,0.34,183,64.0,53.0,free,e/h,free,e/h,"795.97, 198.31","2563.44, 189.78",91.0,11.52654641366204,0.901855,1.0,0.0112+-0.0022,0.0897+-0.0116
5,5.05,3.94,0.65,0.34,92,64.0,53.0,free,e/h,free,e/h,"2903.45, 195.18","2881.35, 197.22",91.0,11.49924605960546,,,,
5,5.05,3.94,0.65,0.34,1,64.0,53.0,free,e/h,free,e/h,"2903.45, 195.18","2881.35, 197.22",91.0,11.47223275681662,,,,
0,5.05,3.94,0.65,0.34,274,64.0,53.0,free,e/h,free,e/h,"1531.03, 480.75","297.23, 200.72",91.0,11.55411328529289,0.901855,1.0,0.0359+-0.0218,0.0219+-0.0021
2,5.05,3.94,0.65,0.34,183,64.0,53.0,free,e/h,free,e/h,"447.18, 199.28","2067.41, 181.69",91.0,11.52655708981318,0.901855,1.0,0.0118+-0.0037,0.0500+-0.0213
4,5.05,3.94,0.65,0.34,92,64.0,53.0,free,e/h,free,e/h,"2364.23, 185.38","2862.26, 197.30",91.0,11.49926801826125,0.901085,0.999531,0.0767+-0.0046,
5,5.05,3.94,0.65,0.34,1,64.0,53.0,free,e/h,free,e/h,"2876.22, 194.31","2862.26, 197.30",91.0,11.47224931740413,,,,
0,7.474646442695862,2.185449914609401,0.5745216285662573,0.24676978804426458,396,63.10435455946849,59.0854490808638,foc,e/h,free,e/s,"3537.60, 727.65","3282.57, 257.79",36.279579713770474,11.508081783504522,0.166278,0.265971,0.0428+-0.0028,0.2806+-0.0000
0,7.47,2.19,0.57,0.25,395,63.0,59.0,foc,e/h,free,e/s,"3537.60, 727.65","3282.57, 257.79",36.0,11.50805430066237,0.145087,0.245027,0.0453+-0.0110,0.2788+-0.0018
0,7.47,2.19,0.57,0.25,263,37.0,59.0,foc,e/h,free,e/s,"1730.56, 164.41","3282.57, 257.79",36.0,11.46770647543128,0.0,0.0981446,0.0456+-0.0041,0.2788+-0.0018
3,7.47,2.19,0.57,0.25,131,63.0,59.0,foc,e/h,free,e/s,"428.36, 173.65","2920.11, 196.01",36.0,11.42916952996432,0.0,0.0981446,0.0214+-0.0013,0.0462+-0.0066
0,7.47,2.19,0.57,0.25,395,63.0,59.0,foc,e/h,free,e/s,"3537.60, 727.65","3282.57, 257.79",36.0,11.50805430066237,0.111822,0.211461,0.0482+-0.0008,0.2806+-0.0036
0,7.47,2.19,0.57,0.25,263,37.0,59.0,foc,e/h,free,e/s,"1730.56, 164.41","3282.57, 257.79",36.0,11.46770675707918,0.0,0.0981446,0.0508+-0.0013,0.2842+-0.0036
3,7.47,2.19,0.57,0.25,131,63.0,59.0,foc,e/h,free,e/s,"428.36, 173.65","2920.11, 196.01",36.0,11.42917309741249,0.0,0.0981446,0.0284+-0.0023,0.0569+-0.0012
0,7.47,2.19,0.57,0.25,395,63.0,59.0,foc,e/h,free,e/s,"3537.60, 727.65","3282.57, 257.79",36.0,11.50805430066237,0.176811,0.276565,0.0524+-0.0166,0.2788+-0.0054
0,7.47,2.19,0.57,0.25,263,37.0,59.0,foc,e/h,free,e/s,"1767.56, 164.54","3282.57, 257.79",36.0,11.46769653912661,0.0,0.0981446,0.0318+-0.0083,0.2788+-0.0054
3,7.47,2.19,0.57,0.25,131,63.0,35.0,foc,e/h,free,e/s,"428.36, 173.65","2898.12, 195.96",36.0,11.42917152130327,0.0,0.0981446,0.0295+-0.0049,0.0434+-0.0080
0,5.9093360112119235,3.657648995855972,0.7212683416443609,0.16333036797863276,370,81.54040543112785,83.21718760086937,free,y/h,distr,e/h,"852.89, 736.36","4377.75, 457.08",79.64097876222442,11.837024758969422,0.000468738,0.0989152,0.0339+-0.0000,0.0000+-0.0000
0,5.91,3.66,0.72,0.16,369,81.0,83.0,free,y/h,distr,e/h,"852.89, 736.36","4377.75, 457.08",79.0,11.83699727612727,0.00790082,0.106991,0.0339+-0.0000,0.0000+-0.0000
0,5.91,3.66,0.72,0.16,246,81.0,83.0,free,y/h,distr,e/h,"267.30, 157.62","4377.75, 457.08",79.0,11.79967568691391,0.085612,0.185254,0.0070+-0.0070,0.0187+-0.0007
0,5.91,3.66,0.72,0.16,123,81.0,83.0,free,y/h,distr,e/h,"267.30, 157.62","4377.75, 457.08",79.0,11.76289693012526,0.0,0.0981446,0.0000+-0.0000,0.0275+-0.0089
0,5.91,3.66,0.72,0.16,369,81.0,83.0,free,y/h,distr,e/h,"852.89, 736.36","4377.75, 457.08",79.0,11.83699727612727,0.000468738,0.0989152,0.0339+-0.0000,0.0000+-0.0000
0,5.91,3.66,0.72,0.16,246,81.0,83.0,free,y/h,distr,e/h,"267.30, 157.62","4377.75, 457.08",79.0,11.79969420759918,0.104583,0.204489,0.0122+-0.0042,0.0266+-0.0011
0,5.91,3.66,0.72,0.16,123,81.0,83.0,free,y/h,distr,e/h,"267.30, 157.62","4377.75, 457.08",79.0,11.76288774624801,0.0,0.0981446,0.0000+-0.0000,0.0281+-0.0034
0,5.91,3.66,0.72,0.16,369,81.0,83.0,free,y/h,distr,e/h,"852.89, 736.36","4377.75, 457.08",79.0,11.83699727612727,0.000468738,0.0989152,0.0339+-0.0000,0.0130+-0.0130
0,5.91,3.66,0.72,0.16,246,81.0,83.0,free,y/h,distr,e/h,"267.30, 157.62","4377.75, 457.08",79.0,11.79968971196458,0.114648,0.214562,0.0079+-0.0079,0.0178+-0.0017
0,5.91,3.66,0.72,0.16,123,81.0,83.0,free,y/h,distr,e/h,"267.30, 157.62","4377.75, 457.08",79.0,11.76289849585914,0.0,0.0981446,0.0077+-0.0077,0.0089+-0.0033
0,5.766977186156316,3.895434431999349,0.7435252798671078,0.32683316736724766,531,35.149742676107856,85.88747770073968,free,y/s,foc,e/s,"3121.12, 256.79","4294.02, 721.07",38.892842815467446,11.520058898931989,0.901855,1.0,0.2067+-0.0156,0.2876+-0.0036
0,5.77,3.9,0.74,0.33,530,35.0,85.0,free,y/s,foc,e/s,"3121.12, 256.79","4294.02, 721.07",38.0,11.52002225523107,0.901855,1.0,0.1959+-0.0343,0.2894+-0.0018
3,5.77,3.9,0.74,0.33,353,35.0,85.0,free,y/s,foc,e/s,"807.06, 186.55","2842.21, 194.08",38.0,11.46636967094525,0.901855,1.0,0.1114+-0.0277,0.3539+-0.0063
5,5.77,3.9,0.74,0.33,176,35.0,85.0,free,y/s,foc,e/s,"2535.26, 188.57","2842.21, 194.08",38.0,11.41497852532244,,,,
0,5.77,3.9,0.74,0.33,530,35.0,85.0,free,y/s,foc,e/s,"3121.12, 256.79","4294.02, 721.07",38.0,11.52002225523107,0.901855,1.0,0.1553+-0.0195,0.2894+-0.0053
3,5.77,3.9,0.74,0.33,353,35.0,51.0,free,y/s,foc,e/s,"611.19, 195.22","2910.19, 194.33",38.0,11.46636813611368,0.901855,1.0,0.1002+-0.0241,0.3725+-0.1203
5,5.77,3.9,0.74,0.33,176,35.0,51.0,free,y/s,foc,e/s,"2528.23, 188.63","2910.19, 194.33",38.0,11.41496035307572,,,,
0,5.77,3.9,0.74,0.33,530,35.0,85.0,free,y/s,foc,e/s,"3121.12, 256.79","4294.02, 721.07",38.0,11.52002225523107,0.901855,1.0,0.1538+-0.0633,0.2894+-0.0018
3,5.77,3.9,0.74,0.33,353,35.0,51.0,free,y/s,foc,e/s,"716.10, 190.96","2910.19, 194.33",38.0,11.46637081727721,0.901855,1.0,0.0652+-0.0432,0.3482+-0.0715
5,5.77,3.9,0.74,0.33,176,35.0,51.0,free,y/s,foc,e/s,"2535.23, 188.73","2910.19, 194.33",38.0,11.41496522679175,,,,
0,6.205141165279388,3.364651665211209,0.6215800158534617,0.2023033565077938,335,51.94884362947192,64.72457965807968,free,e/h,free,y/h,"1451.39, 625.46","1632.24, 272.26",78.90255449209874,11.608698042540128,0.901855,1.0,0.0601+-0.0040,0.0164+-0.0000
0,6.21,3.36,0.62,0.2,334,51.0,64.0,free,e/h,free,y/h,"1451.39, 625.46","1632.24, 272.26",78.0,11.60867361332742,0.901855,1.0,0.0367+-0.0072,0.0164+-0.0000
3,6.21,3.36,0.62,0.2,223,51.0,64.0,free,e/h,free,y/h,"435.93, 181.46","2857.59, 200.51",78.0,11.57500259251543,0.901855,1.0,0.0095+-0.0003,0.0698+-0.0019
5,6.21,3.36,0.62,0.2,112,51.0,64.0,free,e/h,free,y/h,"2672.00, 192.59","2857.59, 200.51",78.0,11.5417671673641,,,,
5,6.21,3.36,0.62,0.2,1,51.0,64.0,free,e/h,free,y/h,"2672.00, 192.59","2857.59, 200.51",78.0,11.50954492703652,,,,
0,6.21,3.36,0.62,0.2,334,51.0,64.0,free,e/h,free,y/h,"1451.39, 625.46","1632.24, 272.26",78.0,11.60867361332742,0.901855,1.0,0.0608+-0.0060,0.0164+-0.0000
3,6.21,3.36,0.62,0.2,223,51.0,64.0,free,e/h,free,y/h,"486.19, 181.34","2857.59, 200.51",78.0,11.57500440004148,0.901085,0.999531,0.0157+-0.0005,0.0919+-0.0080
5,6.21,3.36,0.62,0.2,112,51.0,64.0,free,e/h,free,y/h,"2763.00, 194.76","2857.59, 200.51",78.0,11.54176892457961,,,,
5,6.21,3.36,0.62,0.2,1,51.0,64.0,free,e/h,free,y/h,"2763.00, 194.76","2857.59, 200.51",78.0,11.50953078356797,,,,
0,6.21,3.36,0.62,0.2,334,51.0,64.0,free,e/h,free,y/h,"1451.39, 625.46","1632.24, 272.26",78.0,11.60867361332742,0.901855,1.0,0.0393+-0.0072,0.0166+-0.0002
3,6.21,3.36,0.62,0.2,223,51.0,64.0,free,e/h,free,y/h,"435.94, 179.22","2857.59, 200.51",78.0,11.57500353545486,0.901855,1.0,0.0152+-0.0040,0.1055+-0.0230
5,6.21,3.36,0.62,0.2,112,51.0,64.0,free,e/h,free,y/h,"2903.14, 195.52","2857.59, 200.51",78.0,11.54176811812083,,,,
5,6.21,3.36,0.62,0.2,1,51.0,64.0,free,e/h,free,y/h,"2903.14, 195.52","2857.59, 200.51",78.0,11.50953527650843,,,,
0,6.03828111158389,3.974272181178507,0.6879580965973648,0.2923484835437734,415,39.97680539324005,66.22978009196798,distr,e/h,foc,e/h,"3123.19, 226.18","3147.96, 466.79",61.72026878229764,11.99581295673641,0.590386,0.690354,0.0284+-0.0284,0.0204+-0.0002
0,6.04,3.97,0.69,0.29,414,39.0,66.0,distr,e/h,foc,e/h,"3123.19, 226.18","3147.96, 466.79",61.0,11.99578242026975,0.540581,0.640539,0.0347+-0.0052,0.0206+-0.0006
1,6.04,3.97,0.69,0.29,276,23.0,66.0,distr,e/h,foc,e/h,"743.76, 188.48","2350.38, 207.19",61.0,11.95364205570198,0.349758,0.449732,0.0189+-0.0189,0.0070+-0.0010
5,6.04,3.97,0.69,0.29,138,23.0,66.0,distr,e/h,foc,e/h,"2523.94, 188.48","2839.40, 200.10",61.0,11.91334251883154,,,,
0,6.04,3.97,0.69,0.29,414,39.0,66.0,distr,e/h,foc,e/h,"3123.19, 226.18","3147.96, 466.79",61.0,11.99578242026975,0.515237,0.615088,0.0301+-0.0003,0.0200+-0.0019
0,6.04,3.97,0.69,0.29,276,39.0,66.0,distr,e/h,foc,e/h,"1149.51, 176.37","3147.96, 466.79",61.0,11.95360579266656,0.0968312,0.196807,0.0119+-0.0089,0.0121+-0.0121
3,6.04,3.97,0.69,0.29,138,23.0,66.0,distr,e/h,foc,e/h,"493.40, 185.08","2851.40, 200.13",61.0,11.91332027904072,0.0,0.0981446,0.0035+-0.0016,0.0392+-0.0041
0,6.04,3.97,0.69,0.29,414,39.0,66.0,distr,e/h,foc,e/h,"3123.19, 226.18","3147.96, 466.79",61.0,11.99578242026975,0.567494,0.667488,0.0283+-0.0154,0.0181+-0.0034
1,6.04,3.97,0.69,0.29,276,39.0,66.0,distr,e/h,foc,e/h,"827.68, 186.19","1954.39, 204.20",61.0,11.95361962881298,0.587016,0.686912,0.0135+-0.0135,0.0119+-0.0017
4,6.04,3.97,0.69,0.29,138,39.0,66.0,distr,e/h,foc,e/h,"1977.09, 175.91","2875.56, 195.56",61.0,11.91332962180718,0.71884,0.818748,0.0750+-0.0470,
0,5.274168214222235,3.7180704125688147,0.5896258304675404,0.3882719497998727,441,82.83654179612236,50.88645831371113,foc,e/s,foc,y/s,"2744.96, 374.82","2688.23, 307.80",86.1882252365472,12.056653432490283,0.901855,1.0,0.2349+-0.0035,0.0871+-0.0018
0,5.27,3.72,0.59,0.39,440,82.0,50.0,foc,e/s,foc,y/s,"2744.96, 374.82","2688.23, 307.80",86.0,12.05662289602362,0.901855,1.0,0.3515+-0.1249,0.1101+-0.0050
4,5.27,3.72,0.59,0.39,293,82.0,50.0,foc,e/s,foc,y/s,"1206.57, 170.56","2872.19, 201.04",86.0,12.01203156911764,0.901855,1.0,0.1285+-0.0022,
5,5.27,3.72,0.59,0.39,146,82.0,50.0,foc,e/s,foc,y/s,"2764.11, 194.83","2872.19, 201.04",86.0,11.96878263152514,,,,
0,5.27,3.72,0.59,0.39,440,82.0,50.0,foc,e/s,foc,y/s,"2744.96, 374.82","2688.23, 307.80",86.0,12.05662289602362,0.901855,1.0,0.2244+-0.0013,0.0617+-0.0182
4,5.27,3.72,0.59,0.39,293,82.0,50.0,foc,e/s,foc,y/s,"895.83, 183.60","2872.31, 200.81",86.0,12.01202145701968,0.901855,1.0,0.1285+-0.0022,
5,5.27,3.72,0.59,0.39,146,82.0,50.0,foc,e/s,foc,y/s,"2714.13, 193.59","2872.31, 200.81",86.0,11.96877681063757,,,,
0,5.27,3.72,0.59,0.39,440,82.0,50.0,foc,e/s,foc,y/s,"2744.96, 374.82","2688.23, 307.80",86.0,12.05662289602362,0.901855,1.0,0.2393+-0.0021,0.0896+-0.0197
4,5.27,3.72,0.59,0.39,293,82.0,50.0,foc,e/s,foc,y/s,"1107.67, 175.16","2852.19, 201.21",86.0,12.01203746674617,0.901855,1.0,0.1263+-0.0000,
5,5.27,3.72,0.59,0.39,146,82.0,50.0,foc,e/s,foc,y/s,"2665.08, 191.99","2852.19, 201.21",86.0,11.96880432955597,,,,
0,5.587365842588984,2.595963812065448,0.564486779352975,0.26257940533274915,378,59.79008116724799,92.81065959658036,free,e/s,free,y/s,"4161.81, 215.39","2432.66, 613.06",85.9686702387693,12.37729111757345,0.0,0.0981446,0.6570+-0.0000,0.0000+-0.0000
0,5.59,2.6,0.56,0.26,377,59.0,92.0,free,e/s,free,y/s,"4161.81, 215.39","2432.66, 613.06",85.0,12.3772636347313,0.0,0.0981446,0.6587+-0.0000,0.0000+-0.0000
1,5.59,2.6,0.56,0.26,251,59.0,92.0,free,e/s,free,y/s,"402.49, 174.57","2432.66, 613.06",85.0,12.33875025080977,0.901855,1.0,0.6115+-0.0000,0.1457+-0.0064
1,5.59,2.6,0.56,0.26,125,59.0,92.0,free,e/s,free,y/s,"402.49, 174.57","2432.66, 613.06",85.0,12.30138669784636,0.0,0.0981446,0.6101+-0.0030,0.1436+-0.0000
0,5.59,2.6,0.56,0.26,377,59.0,92.0,free,e/s,free,y/s,"4161.81, 215.39","2432.66, 613.06",85.0,12.3772636347313,0.0,0.0981446,0.6570+-0.0000,0.0000+-0.0000
1,5.59,2.6,0.56,0.26,251,59.0,92.0,free,e/s,free,y/s,"378.98, 174.24","2432.66, 613.06",85.0,12.33874026214784,0.901855,1.0,0.6091+-0.0018,0.1371+-0.0065
1,5.59,2.6,0.56,0.26,125,59.0,92.0,free,e/s,free,y/s,"378.98, 174.24","2432.66, 613.06",85.0,12.30137526201367,0.0,0.0981446,0.6102+-0.0030,0.1435+-0.0086
0,5.59,2.6,0.56,0.26,377,59.0,92.0,free,e/s,free,y/s,"4161.81, 215.39","2432.66, 613.06",85.0,12.3772636347313,0.0,0.0981446,0.6570+-0.0000,0.0000+-0.0000
1,5.59,2.6,0.56,0.26,251,59.0,92.0,free,e/s,free,y/s,"355.63, 173.80","2432.66, 613.06",85.0,12.33875260605257,0.901855,1.0,0.5736+-0.0338,0.1197+-0.0022
1,5.59,2.6,0.56,0.26,125,59.0,92.0,free,e/s,free,y/s,"355.63, 173.80","2432.66, 613.06",85.0,12.30137698482694,0.0,0.0981446,0.6082+-0.0010,0.1436+-0.0000
0,5.822658651786893,3.9390267007926347,0.5426700500013878,0.31004882827160174,546,77.17514954595137,78.15010265590388,distr,y/h,free,y/h,"1808.47, 343.50","2436.27, 221.71",99.98468092090714,12.284288506252768,0.277379,0.377232,0.0769+-0.0036,0.0000+-0.0000
0,5.82,3.94,0.54,0.31,545,77.0,78.0,distr,y/h,free,y/h,"1808.47, 343.50","2436.27, 221.71",99.0,12.28424880894211,0.238123,0.338029,0.0208+-0.0110,0.0055+-0.0000
3,5.82,3.94,0.54,0.31,363,77.0,78.0,distr,y/h,free,y/h,"413.70, 167.94","2794.45, 200.54",99.0,12.22938205712118,0.481007,0.580874,0.0070+-0.0070,0.0097+-0.0097
3,5.82,3.94,0.54,0.31,181,77.0,78.0,distr,y/h,free,y/h,"413.70, 167.94","2794.45, 200.54",99.0,12.17623207944771,0.450035,0.549965,0.0109+-0.0035,0.0556+-0.0556
0,5.82,3.94,0.54,0.31,545,77.0,78.0,distr,y/h,free,y/h,"1808.47, 343.50","2436.27, 221.71",99.0,12.28424880894211,0.265975,0.365772,0.0101+-0.0008,0.0072+-0.0072
0,5.82,3.94,0.54,0.31,363,77.0,78.0,distr,y/h,free,y/h,"311.58, 155.65","2436.27, 221.71",99.0,12.22940599286296,0.508809,0.60869,0.0101+-0.0101,0.0159+-0.0000
0,5.82,3.94,0.54,0.31,181,77.0,78.0,distr,y/h,free,y/h,"311.52, 155.76","2436.27, 221.71",99.0,12.17626040955322,0.243604,0.343446,0.0130+-0.0130,0.0161+-0.0002
0,5.82,3.94,0.54,0.31,545,77.0,78.0,distr,y/h,free,y/h,"1808.47, 343.50","2436.27, 221.71",99.0,12.28424880894211,0.265975,0.365772,0.0114+-0.0020,0.0069+-0.0069
0,5.82,3.94,0.54,0.31,363,77.0,78.0,distr,y/h,free,y/h,"393.38, 167.95","2436.27, 221.71",99.0,12.22939179840496,0.462396,0.562296,0.0079+-0.0069,0.0137+-0.0002
0,5.82,3.94,0.54,0.31,181,77.0,78.0,distr,y/h,free,y/h,"311.52, 155.76","2436.27, 221.71",99.0,12.17624068253639,0.254991,0.354859,0.0415+-0.0214,0.0151+-0.0002
0,5.907132456907858,4.2128021045262205,0.7070225266786683,0.13087841777354148,661,38.62007378880935,97.53342963719808,foc,y/u,distr,e/s,"4329.73, 386.37","1449.88, 242.42",60.6614160581574,11.194772449978677,0.0,0.0981446,0.7308+-0.0034,0.0000+-0.0000
0,5.91,4.21,0.71,0.13,660,38.0,97.0,foc,y/u,distr,e/s,"4329.73, 386.37","1449.88, 242.42",60.0,11.19472359186833,0.0,0.0981446,0.7342+-0.0000,0.0000+-0.0000
