PROGRESS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_1_POS,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2
3,5.05,2.23,0.61,0.13,177,33.0,78.0,foc,e/s,distr,y/u,"156.52, 242.37","2896.08, 198.18",72.0,11.52249753847857,0.901085,0.999531,0.1542+-0.0021,0.5572+-0.1351
4,5.05,2.23,0.61,0.13,89,33.0,78.0,foc,e/s,distr,y/u,"1520.19, 198.44","2896.08, 198.18",72.0,11.49640192579071,0.0,0.0981446,0.3109+-0.0086,
5,5.05,2.23,0.61,0.13,1,33.0,78.0,foc,e/s,distr,y/u,"2586.40, 157.56","2896.08, 198.18",72.0,11.46998659189489,,,,
0,6.424697575381584,2.152560267331231,0.7136834305350991,0.12047124740501194,434,51.60560092842739,83.95190790753949,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.86723716740425,12.14157935392757,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,433,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.14154881746091,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,289,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.09756576157199,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,145,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.05550690442851,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,1,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.01411629793748,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,433,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.14154881746091,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,289,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.0975588760721,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,145,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.0555126589456,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,1,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.01412198902737,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,433,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.14154881746091,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,289,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.09755945886362,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,145,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.05550180551895,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.42,2.15,0.71,0.12,1,51.0,83.0,foc,y/h,free,e/s,"1976.28, 407.90","2528.11, 229.78",59.0,12.0141134523952,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.230521382015631,3.6485856303638062,0.6408177305147204,0.16606261322916438,330,38.08165954230258,98.1109867636062,foc,y/h,foc,e/u,"1427.61, 714.67","1495.42, 387.52",33.08681930682874,12.13899842800329,0.0,0.0981446,0.0911+-0.0000,0.0000+-0.0000
0,6.23,3.65,0.64,0.17,329,38.0,98.0,foc,y/h,foc,e/u,"1427.61, 714.67","1495.42, 387.52",33.0,12.13897399879058,0.0,0.0981446,0.0913+-0.0002,0.0000+-0.0000
0,6.23,3.65,0.64,0.17,219,38.0,98.0,foc,y/h,foc,e/u,"206.72, 194.35","1495.42, 387.52",33.0,12.10531741110361,0.0,0.0981446,0.0378+-0.0000,0.8971+-0.0000
0,6.23,3.65,0.64,0.17,109,38.0,98.0,foc,y/h,foc,e/u,"362.71, 182.80","1495.42, 387.52",33.0,12.07268787688856,0.0,0.0981446,0.0378+-0.0000,0.8971+-0.0000
0,6.23,3.65,0.64,0.17,329,38.0,98.0,foc,y/h,foc,e/u,"1427.61, 714.67","1495.42, 387.52",33.0,12.13897399879058,0.0,0.0981446,0.0911+-0.0000,0.0000+-0.0000
0,6.23,3.65,0.64,0.17,219,38.0,98.0,foc,y/h,foc,e/u,"244.71, 195.46","1495.42, 387.52",33.0,12.10531402099621,0.0,0.0981446,0.0380+-0.0002,0.8916+-0.0019
0,6.23,3.65,0.64,0.17,109,38.0,98.0,foc,y/h,foc,e/u,"362.71, 182.80","1495.42, 387.52",33.0,12.07268198483179,0.0,0.0981446,0.0378+-0.0000,0.8953+-0.0018
0,6.23,3.65,0.64,0.17,329,38.0,98.0,foc,y/h,foc,e/u,"1427.61, 714.67","1495.42, 387.52",33.0,12.13897399879058,0.0,0.0981446,0.0913+-0.0002,0.0000+-0.0000
0,6.23,3.65,0.64,0.17,219,38.0,98.0,foc,y/h,foc,e/u,"206.72, 194.35","1495.42, 387.52",33.0,12.10530374318707,0.0,0.0981446,0.0380+-0.0002,0.8971+-0.0000
0,6.23,3.65,0.64,0.17,109,38.0,98.0,foc,y/h,foc,e/u,"362.71, 182.80","1495.42, 387.52",33.0,12.0726546924329,0.0,0.0981446,0.0380+-0.0002,0.8953+-0.0018
0,6.802262789499408,2.6704043106859623,0.6749417855935618,0.23520356514740007,546,54.33300343446388,89.18115510361247,distr,e/h,distr,e/s,"4374.08, 403.67","1396.45, 718.65",80.00560913664154,11.476360668118918,0.471055,0.571024,0.0545+-0.0052,0.0510+-0.0024
0,6.8,2.67,0.67,0.24,545,54.0,89.0,distr,e/h,distr,e/s,"4374.08, 403.67","1396.45, 718.65",80.0,11.47632097080826,0.387386,0.487301,0.0438+-0.0038,0.0587+-0.0587
2,6.8,2.67,0.67,0.24,363,54.0,89.0,distr,e/h,distr,e/s,"802.74, 186.42","1706.24, 205.83",80.0,11.42147295422424,0.564342,0.664224,0.0906+-0.0091,0.0285+-0.0071
2,6.8,2.67,0.67,0.24,181,54.0,89.0,distr,e/h,distr,e/s,"802.74, 186.42","2611.23, 201.75",80.0,11.36833335477548,0.260921,0.360877,0.0871+-0.0057,0.0261+-0.0044
0,6.8,2.67,0.67,0.24,545,54.0,89.0,distr,e/h,distr,e/s,"4374.08, 403.67","1396.45, 718.65",80.0,11.47632097080826,0.419126,0.518993,0.0398+-0.0060,0.1508+-0.0180
2,6.8,2.67,0.67,0.24,363,54.0,89.0,distr,e/h,distr,e/s,"496.61, 196.70","2524.23, 202.14",80.0,11.42146666381754,0.497384,0.597378,0.0902+-0.0095,0.0141+-0.0141
3,6.8,2.67,0.67,0.24,181,54.0,89.0,distr,e/h,distr,e/s,"446.40, 176.81","2878.22, 200.55",80.0,11.36831099655205,0.502421,0.602316,0.0077+-0.0040,0.0134+-0.0134
0,6.8,2.67,0.67,0.24,545,54.0,89.0,distr,e/h,distr,e/s,"4374.08, 403.67","1396.45, 718.65",80.0,11.47632097080826,0.402622,0.502616,0.0297+-0.0022,0.0660+-0.0025
2,6.8,2.67,0.67,0.24,363,54.0,89.0,distr,e/h,distr,e/s,"366.29, 176.10","2543.23, 202.06",80.0,11.4214837989162,0.548764,0.648669,0.0861+-0.0046,0.0366+-0.0366
5,6.8,2.67,0.67,0.24,181,54.0,89.0,distr,e/h,distr,e/s,"2592.91, 190.13","2899.42, 194.11",80.0,11.36832510619586,,,,
0,6.667804515378173,2.5851728801321934,0.7617678223901676,0.17802510346301859,435,58.55572978605656,76.23920037328328,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.14378720398642,11.445234567079778,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.67,2.59,0.76,0.18,434,58.0,76.0,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.0,11.44520403061312,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.67,2.59,0.76,0.18,289,58.0,76.0,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.0,11.40121401923892,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.67,2.59,0.76,0.18,144,58.0,76.0,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.0,11.35856616530824,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.67,2.59,0.76,0.18,434,58.0,76.0,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.0,11.44520403061312,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.67,2.59,0.76,0.18,289,58.0,76.0,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.0,11.40121037970328,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.67,2.59,0.76,0.18,144,58.0,76.0,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.0,11.35857658393993,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.67,2.59,0.76,0.18,434,58.0,76.0,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.0,11.44520403061312,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.67,2.59,0.76,0.18,289,58.0,76.0,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.0,11.40120863573958,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.67,2.59,0.76,0.18,144,58.0,76.0,foc,y/u,distr,e/s,"1913.61, 326.97","825.52, 691.49",69.0,11.35857096835183,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.420731057279132,2.6614262951184227,0.5511996310975947,0.21355809985910623,344,34.48340060750935,48.18999663078506,free,e/s,free,e/h,"3992.77, 789.41","1400.13, 767.97",92.76446151066344,11.197226389174453,0.447566,0.547495,0.4766+-0.0013,0.0158+-0.0004
0,6.42,2.66,0.55,0.21,343,34.0,48.0,free,e/s,free,e/h,"3992.77, 789.41","1400.13, 767.97",92.0,11.19720195996174,0.482269,0.582247,0.4766+-0.0013,0.0156+-0.0007
0,6.42,2.66,0.55,0.21,229,34.0,48.0,free,e/s,free,e/h,"2654.51, 164.83","1400.13, 767.97",92.0,11.16231467593365,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
3,6.42,2.66,0.55,0.21,115,20.0,48.0,free,e/s,free,e/h,"676.97, 190.41","2882.69, 209.97",92.0,11.1284997903163,0.0,0.0981446,0.1371+-0.0022,0.3497+-0.0001
4,6.42,2.66,0.55,0.21,1,20.0,48.0,free,e/s,free,e/h,"2628.06, 190.91","2882.69, 209.97",92.0,11.09797801063607,0.0,0.0981446,0.0000+-0.0000,
0,6.42,2.66,0.55,0.21,343,34.0,48.0,free,e/s,free,e/h,"3992.77, 789.41","1400.13, 767.97",92.0,11.19720195996174,0.431441,0.53143,0.4753+-0.0000,0.0168+-0.0052
0,6.42,2.66,0.55,0.21,229,34.0,48.0,free,e/s,free,e/h,"2654.51, 164.83","1400.13, 767.97",92.0,11.16231655089074,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
3,6.42,2.66,0.55,0.21,115,20.0,48.0,free,e/s,free,e/h,"400.00, 200.00","2882.69, 209.97",92.0,11.12850756882986,0.0,0.0981446,0.1371+-0.0022,0.3531+-0.0000
4,6.42,2.66,0.55,0.21,1,20.0,48.0,free,e/s,free,e/h,"2498.07, 187.41","2882.69, 209.97",92.0,11.09506721592403,0.0,0.0981446,0.0000+-0.0000,
0,6.42,2.66,0.55,0.21,343,34.0,48.0,free,e/s,free,e/h,"3992.77, 789.41","1400.13, 767.97",92.0,11.19720195996174,0.442633,0.542552,0.4766+-0.0039,0.0182+-0.0039
0,6.42,2.66,0.55,0.21,229,34.0,48.0,free,e/s,free,e/h,"2654.51, 164.83","1400.13, 767.97",92.0,11.16231739987228,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
3,6.42,2.66,0.55,0.21,115,20.0,48.0,free,e/s,free,e/h,"400.00, 200.00","2882.69, 209.97",92.0,11.12850168460147,0.0,0.0981446,0.1350+-0.0000,0.3495+-0.0001
5,6.42,2.66,0.55,0.21,1,20.0,48.0,free,e/s,free,e/h,"2526.07, 188.15","2882.69, 209.97",92.0,11.09511286397944,,,,
0,7.165049669788733,3.6232783957083177,0.7093333925796735,0.16040596245689487,333,69.43379187501863,60.292010266354424,foc,y/h,free,y/u,"2299.52, 471.19","1596.10, 315.44",33.547478281853714,12.225796982303736,0.0,0.0981446,0.1051+-0.0000,0.0000+-0.0000
0,7.17,3.62,0.71,0.16,332,69.0,60.0,foc,y/h,free,y/u,"2299.52, 471.19","1596.10, 315.44",33.0,12.22577255309102,0.0,0.0981446,0.1051+-0.0000,0.0000+-0.0000
0,7.17,3.62,0.71,0.16,221,69.0,60.0,foc,y/h,free,y/u,"345.53, 169.44","1596.10, 315.44",33.0,12.19210440668572,0.0,0.0981446,0.0320+-0.0005,0.7682+-0.0029
0,7.17,3.62,0.71,0.16,110,69.0,60.0,foc,y/h,free,y/u,"345.53, 169.44","1596.10, 315.44",33.0,12.15887669944034,0.0,0.0981446,0.0320+-0.0005,0.7711+-0.0000
0,7.17,3.62,0.71,0.16,332,69.0,60.0,foc,y/h,free,y/u,"2299.52, 471.19","1596.10, 315.44",33.0,12.22577255309102,0.0,0.0981446,0.1051+-0.0000,0.0000+-0.0000
0,7.17,3.62,0.71,0.16,221,69.0,60.0,foc,y/h,free,y/u,"403.29, 171.22","1596.10, 315.44",33.0,12.19210188363157,0.0,0.0981446,0.0327+-0.0002,0.7768+-0.0000
0,7.17,3.62,0.71,0.16,110,69.0,60.0,foc,y/h,free,y/u,"403.29, 171.22","1596.10, 315.44",33.0,12.15886244167951,0.0,0.0981446,0.0327+-0.0002,0.7768+-0.0000
0,7.17,3.62,0.71,0.16,332,69.0,60.0,foc,y/h,free,y/u,"2299.52, 471.19","1596.10, 315.44",33.0,12.22577255309102,0.0,0.0981446,0.1051+-0.0000,0.0000+-0.0000
0,7.17,3.62,0.71,0.16,221,69.0,60.0,foc,y/h,free,y/u,"403.29, 171.22","1596.10, 315.44",33.0,12.19211040503255,0.0,0.0981446,0.0329+-0.0000,0.7768+-0.0000
0,7.17,3.62,0.71,0.16,110,69.0,60.0,foc,y/h,free,y/u,"403.29, 171.22","1596.10, 315.44",33.0,12.15886786425779,0.0,0.0981446,0.0320+-0.0005,0.7795+-0.0028
0,6.9574343134376,2.913339122548956,0.5897093594332397,0.15745863623133674,572,80.80403147619779,78.18496773855159,distr,e/u,foc,y/s,"4231.44, 255.66","1354.43, 361.91",33.07006224159302,11.532598133176474,0.0,0.0981446,0.9173+-0.0135,0.0000+-0.0000
0,6.96,2.91,0.59,0.16,571,80.0,78.0,distr,e/u,foc,y/s,"4231.44, 255.66","1354.43, 361.91",33.0,11.53255843586582,0.0,0.0981446,0.9608+-0.0048,0.0000+-0.0000
0,6.96,2.91,0.59,0.16,381,48.0,78.0,distr,e/u,foc,y/s,"1786.86, 164.57","1354.43, 361.91",33.0,11.47528920730554,0.0,0.0981446,0.9555+-0.0349,0.0071+-0.0071
2,6.96,2.91,0.59,0.16,191,80.0,78.0,distr,e/u,foc,y/s,"267.51, 129.78","1400.00, 200.00",33.0,11.41982842159291,0.0,0.0981446,0.0403+-0.0086,0.3535+-0.0339
4,6.96,2.91,0.59,0.16,1,80.0,78.0,distr,e/u,foc,y/s,"1114.93, 151.18","2876.81, 194.16",33.0,11.36610405487508,0.0,0.0981446,0.9348+-0.0643,
0,6.96,2.91,0.59,0.16,571,80.0,78.0,distr,e/u,foc,y/s,"4231.44, 255.66","1354.43, 361.91",33.0,11.53255843586582,0.0,0.0981446,0.9928+-0.0037,0.0000+-0.0000
0,6.96,2.91,0.59,0.16,381,80.0,78.0,distr,e/u,foc,y/s,"266.63, 131.84","1354.43, 361.91",33.0,11.47529287789023,0.0,0.0981446,0.7495+-0.0434,0.1570+-0.0090
0,6.96,2.91,0.59,0.16,191,80.0,78.0,distr,e/u,foc,y/s,"266.04, 133.01","1354.43, 361.91",33.0,11.41982410314932,0.0,0.0981446,0.5236+-0.3929,0.0880+-0.0015
0,6.96,2.91,0.59,0.16,1,80.0,78.0,distr,e/u,foc,y/s,"266.04, 133.02","1354.43, 361.91",33.0,11.36611200891554,0.0,0.0981446,0.5765+-0.1680,0.1229+-0.0231
0,6.96,2.91,0.59,0.16,571,80.0,78.0,distr,e/u,foc,y/s,"4231.44, 255.66","1354.43, 361.91",33.0,11.53255843586582,0.0,0.0981446,0.9307+-0.0401,0.0000+-0.0000
0,6.96,2.91,0.59,0.16,381,80.0,78.0,distr,e/u,foc,y/s,"843.41, 185.28","1354.43, 361.91",33.0,11.47528924071552,0.0,0.0981446,0.9154+-0.0566,0.0084+-0.0084
3,6.96,2.91,0.59,0.16,191,80.0,78.0,distr,e/u,foc,y/s,"400.00, 200.00","2876.81, 194.16",33.0,11.41982737845134,0.0,0.0981446,0.3652+-0.0222,0.4747+-0.4747
3,6.96,2.91,0.59,0.16,1,80.0,78.0,distr,e/u,foc,y/s,"297.59, 133.19","2876.81, 194.16",33.0,11.36612176707279,0.0,0.0981446,0.3969+-0.3292,0.9580+-0.0045
0,6.813970163854984,2.959390181856645,0.6023728521320489,0.2216156357422325,593,35.04858068725573,73.10501778555457,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.35893548091668,12.04762073525803,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,592,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,12.04757798434255,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,395,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,11.98789835137173,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,198,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,11.93073561920868,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,1,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,11.87538842427193,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,592,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,12.04757798434255,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,395,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,11.9878973134368,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,198,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,11.93072703017192,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,1,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,11.87538803170633,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,592,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,12.04757798434255,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,395,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,11.98790654305345,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,198,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,11.93073275618486,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.81,2.96,0.6,0.22,1,35.0,73.0,foc,e/h,distr,y/h,"2823.94, 340.35","190.55, 268.99",36.0,11.87538553420543,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.383008958952624,2.7910407881265082,0.5950513745101259,0.19212638982618102,527,86.45275517218792,63.246937661411806,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.49361496684242,11.538089510053304,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,526,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.53805286635239,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,351,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.48500788161098,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,176,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.43420087825047,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,1,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.38437981713346,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,526,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.53805286635239,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,351,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.484994557953,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,176,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.43417628204847,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,1,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.3843461933943,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,526,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.53805286635239,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,351,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.48501084924199,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,176,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.43420428199886,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,6.38,2.79,0.6,0.19,1,86.0,63.0,foc,y/s,free,e/s,"1889.35, 340.61","631.28, 692.81",75.0,11.38438261914368,0.0,0.0981446,0.0000+-0.0000,0.0000+-0.0000
0,5.272688731367419,3.4789866336409947,0.7700522334619339,0.20364509845736536,476,47.01421515189891,42.626415802109314,distr,e/h,foc,e/u,"2044.89, 611.18","4048.10, 687.35",45.67998475176438,11.29916405158794,0.0,0.0981446,0.0533+-0.0354,0.4971+-0.4971
0,5.27,3.48,0.77,0.2,475,47.0,42.0,distr,e/h,foc,e/u,"2044.89, 611.18","4048.10, 687.35",45.0,11.29913046150169,0.0,0.0981446,0.0197+-0.0000,0.4938+-0.4938
0,5.27,3.48,0.77,0.2,317,47.0,42.0,distr,e/h,foc,e/u,"332.06, 158.96","4048.10, 687.35",45.0,11.2515305383729,0.0,0.0981446,0.0000+-0.0000,0.9982+-0.0000
0,5.27,3.48,0.77,0.2,159,47.0,42.0,distr,e/h,foc,e/u,"329.13, 164.44","4048.10, 687.35",45.0,11.20476036036005,0.0,0.0981446,0.0040+-0.0040,0.9982+-0.0000
0,5.27,3.48,0.77,0.2,1,47.0,42.0,distr,e/h,foc,e/u,"329.08, 164.54","4048.10, 687.35",45.0,11.15940358736425,0.0,0.0981446,0.0045+-0.0003,0.9981+-0.0000
0,5.27,3.48,0.77,0.2,475,47.0,42.0,distr,e/h,foc,e/u,"2044.89, 611.18","4048.10, 687.35",45.0,11.29913046150169,0.0,0.0981446,0.0209+-0.0000,0.4899+-0.4899
0,5.27,3.48,0.77,0.2,317,47.0,42.0,distr,e/h,foc,e/u,"374.45, 179.26","4048.10, 687.35",45.0,11.2515153593873,0.0,0.0981446,0.0000+-0.0000,0.9978+-0.0000
0,5.27,3.48,0.77,0.2,159,47.0,42.0,distr,e/h,foc,e/u,"329.45, 163.80","4048.10, 687.35",45.0,11.20476705893006,0.0,0.0981446,0.0032+-0.0032,0.9981+-0.0000
0,5.27,3.48,0.77,0.2,1,47.0,42.0,distr,e/h,foc,e/u,"329.13, 164.44","4048.10, 687.35",45.0,11.15941425535812,0.0,0.0981446,0.0000+-0.0000,0.9982+-0.0000
0,5.27,3.48,0.77,0.2,475,47.0,42.0,distr,e/h,foc,e/u,"2044.89, 611.18","4048.10, 687.35",45.0,11.29913046150169,0.0,0.0981446,0.0348+-0.0147,0.4975+-0.4975
1,5.27,3.48,0.77,0.2,317,47.0,42.0,distr,e/h,foc,e/u,"647.35, 191.87","3922.45, 696.76",45.0,11.25152726535338,0.417753,0.517731,0.9524+-0.0000,0.7534+-0.0000
2,5.27,3.48,0.77,0.2,159,47.0,42.0,distr,e/h,foc,e/u,"647.35, 191.87","2970.50, 198.32",45.0,11.20475648753372,0.000468738,0.0989152,0.7401+-0.0045,0.0086+-0.0086
2,5.27,3.48,0.77,0.2,1,47.0,42.0,distr,e/h,foc,e/u,"647.35, 191.87","2970.50, 198.32",45.0,11.15940282537803,0.0,0.0981446,0.7446+-0.0000,0.0278+-0.0122
0,6.872547033401562,3.3456950329090196,0.5866617575016971,0.2952713976078152,509,59.223256326981,59.18852898903501,foc,e/s,free,e/h,"4332.25, 220.93","1623.48, 284.73",76.46116020187567,12.300065749872937,0.901855,1.0,0.3687+-0.0169,0.0146+-0.0013
0,6.87,3.35,0.59,0.3,508,59.0,59.0,foc,e/s,free,e/h,"4332.25, 220.93","1623.48, 284.73",76.0,12.30002910617202,0.901855,1.0,0.3796+-0.0101,0.0140+-0.0027
3,6.87,3.35,0.59,0.3,339,59.0,59.0,foc,e/s,free,e/h,"428.01, 174.36","2876.20, 198.24",76.0,12.24879231343953,0.901855,1.0,0.1563+-0.0000,0.5022+-0.1934
5,6.87,3.35,0.59,0.3,170,59.0,59.0,foc,e/s,free,e/h,"2770.91, 190.56","2876.20, 198.24",76.0,12.19912448048799,,,,
5,6.87,3.35,0.59,0.3,1,59.0,59.0,foc,e/s,free,e/h,"2770.91, 190.56","2876.20, 198.24",76.0,12.15097307654011,,,,
0,6.87,3.35,0.59,0.3,508,59.0,59.0,foc,e/s,free,e/h,"4332.25, 220.93","1623.48, 284.73",76.0,12.30002910617202,0.901855,1.0,0.3648+-0.0017,0.0120+-0.0035
3,6.87,3.35,0.59,0.3,339,59.0,59.0,foc,e/s,free,e/h,"428.01, 174.36","2876.20, 198.24",76.0,12.24880419582834,0.901855,1.0,0.1542+-0.0021,0.6940+-0.0000
5,6.87,3.35,0.59,0.3,170,59.0,59.0,foc,e/s,free,e/h,"2711.96, 188.14","2876.20, 198.24",76.0,12.19913118215134,,,,
