PROGRESS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_1_POS,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2,SCS,FTG
0,5.050145866564081,4.494057815592884,0.5469508841086714,0.3913899495521011,427,98.59536111137754,30.201020740942617,distr,e/u,free,y/h,"1867.55, 234.08","2356.35, 560.55",37.52962485804304,11.92814216,,,,,0.5430262013523803,0.3966917238095238
1,6.43621386266078,3.968803481773437,0.5270055007274562,0.395420683815218,177,73.1358974186138,36.83764596118097,foc,e/s,distr,y/u,"58.26, 254.49","1727.25, 213.81",50.59884355988071,11.52248231,,,,,0.5643481034999995,0.2189339999999999
4,5.831338596323338,3.9692792544248734,0.71214414296427,0.3883718809387552,1,82.71102478642904,88.60518620286167,foc,e/s,distr,y/u,"1916.89, 183.23","2790.44, 200.64",40.52549088318265,11.47056211,,,,,0.5860582937999994,0.0938555
0,5.02417428559159,3.482344166701949,0.6283995119213069,0.3843326578371077,344,44.22901665295484,48.64470977717504,free,e/s,free,e/h,"3992.77, 789.41","1400.13, 767.97",72.00168043308474,11.19722639,,,,,0.6094428392797614,0.1745396523809523
0,5.184167160783049,3.495478739054548,0.6296313040954691,0.3748479659006022,343,40.02694912752518,35.61294713219356,free,e/s,free,e/h,"3992.77, 789.41","1400.13, 767.97",69.13709988946194,11.19720196,,,,,0.618796319821428,0.177223069047619
0,5.184167160783049,3.495478739054548,0.6296313040954691,0.3748479659006022,343,40.02694912752518,35.61294713219356,free,e/s,free,e/h,"3992.77, 789.41","1400.13, 767.97",69.13709988946194,11.19720196,,,,,0.618796319821428,0.177223069047619
0,5.050450965247124,2.071405252818833,0.5095393916580593,0.3430670679844615,572,57.27095715496263,30.00178188515945,distr,e/u,foc,y/s,"4231.44, 255.66","1354.43, 361.91",79.33023679387571,11.53259813,,,,,0.5775958649366664,0.3990526738095236
0,5.0466182234323576,2.135857529012456,0.7921366884687032,0.3933015900752133,571,63.45209421850913,95.85060198743686,distr,e/u,foc,y/s,"4231.44, 255.66","1354.43, 361.91",79.57962384803024,11.53255844,,,,,0.5518065007295234,0.3851547749999999
0,5.70003156041879,4.462468613927779,0.783182286711507,0.3949988234450368,381,57.97965614386461,37.85886162035845,distr,e/u,foc,y/s,"1786.86, 164.57","1354.43, 361.91",38.00687789686353,11.47528921,,,,,0.4836334432433331,0.3690930083333332
4,5.069988572499192,2.1241965980412223,0.7696221973548288,0.3409115462152084,1,91.545273818464,35.691432391620225,distr,e/u,foc,y/s,"1114.93, 151.18","2876.81, 194.16",89.87574689222672,11.36610405,,,,,0.5883702698799996,0.3014739333333331
0,5.0466182234323576,2.135857529012456,0.7921366884687032,0.3933015900752133,571,63.45209421850913,95.85060198743686,distr,e/u,foc,y/s,"4231.44, 255.66","1354.43, 361.91",79.57962384803024,11.53255844,,,,,0.5518065007295234,0.3851547749999999
0,5.057244091631996,4.4718664918051685,0.7835121715660527,0.3658859610975973,381,55.82049077086345,45.31930524484274,distr,e/u,foc,y/s,"266.63, 131.84","1354.43, 361.91",40.44505791031527,11.47529288,,,,,0.5192326664499997,0.2505340000000001
0,5.005938997860315,3.9350658113363615,0.7890105956885783,0.392580784214929,191,44.7502245892786,30.30404381786138,distr,e/u,foc,y/s,"266.04, 133.01","1354.43, 361.91",86.1872997615548,11.4198241,,,,,0.5739336109499996,0.2562065
0,5.010985805820553,2.0589931588605817,0.6377168541319097,0.3857832254456254,1,61.266615772466125,32.32050957760954,distr,e/u,foc,y/s,"266.04, 133.02","1354.43, 361.91",30.137283851966995,11.36611201,,,,,0.4519022551666662,0.312305
0,5.0466182234323576,2.135857529012456,0.7921366884687032,0.3933015900752133,571,63.45209421850913,95.85060198743686,distr,e/u,foc,y/s,"4231.44, 255.66","1354.43, 361.91",79.57962384803024,11.53255844,,,,,0.5518065007295234,0.3851547749999999
0,5.127141911652459,2.453083689427159,0.5765862886284137,0.3936793164006359,381,89.08161915278878,35.31787313288147,distr,e/u,foc,y/s,"843.41, 185.28","1354.43, 361.91",30.9712572997186,11.47528924,,,,,0.5777070867666662,0.4205903833333331
3,5.0161026216791935,4.356589890717603,0.7623009023637299,0.3389963897861109,1,99.24777049579323,30.17689377256594,distr,e/u,foc,y/s,"297.59, 133.19","2876.81, 194.16",84.25532975479653,11.36612177,,,,,0.3943136548799995,0.2552363333333333
1,5.2652725125215225,2.075372970420858,0.607368169524538,0.391302685472299,317,57.60325808074732,74.89789222949817,distr,e/h,foc,e/u,"647.35, 191.87","3922.45, 696.76",88.75951784567405,11.25152727,,,,,0.6251321722449993,0.3346999999999998
2,5.100982203958907,3.926002060383466,0.6774687613117886,0.3783202473021562,159,72.6320890208298,57.42770767843202,distr,e/h,foc,e/u,"647.35, 191.87","2970.5, 198.32",84.26188558424549,11.20475649,,,,,0.6544313828799996,0.2210009999999997
2,6.888532347165302,3.991834405451463,0.5142312289909833,0.3899263733778396,1,73.1315124541908,83.78474104432627,distr,e/h,foc,e/u,"647.35, 191.87","2970.5, 198.32",71.94107144834311,11.15940283,,,,,0.4382016723699996,0.2129114999999997
0,5.107690169924075,2.052603416922804,0.6773245658021521,0.3411911976580061,499,82.46868724807936,38.57212038753573,foc,e/s,foc,e/s,"4261.88, 758.2","3785.3, 270.22",55.83645675713445,11.16930542,,,,,0.8034877219285719,0.2122454726190477
0,5.107690169924075,2.052603416922804,0.6773245658021521,0.3411911976580061,498,82.46868724807936,38.57212038753573,foc,e/s,foc,e/s,"4261.88, 758.2","3785.3, 270.22",55.83645675713445,11.16926877,,,,,0.8034877219285719,0.2122454726190477
1,6.289206457341269,3.931025871700136,0.5186508610113597,0.399089361293657,166,72.69866137445403,96.30080815222748,foc,e/s,foc,e/s,"402.89, 183.86","3785.3, 270.22",32.700179188003084,11.09418635,,,,,0.4611239921899994,0.251621
0,5.107690169924075,2.052603416922804,0.6773245658021521,0.3411911976580061,498,82.46868724807936,38.57212038753573,foc,e/s,foc,e/s,"4261.88, 758.2","3785.3, 270.22",55.83645675713445,11.16926877,,,,,0.8034877219285719,0.2122454726190477
0,5.107690169924075,2.052603416922804,0.6773245658021521,0.3411911976580061,498,82.46868724807936,38.57212038753573,foc,e/s,foc,e/s,"4261.88, 758.2","3785.3, 270.22",55.83645675713445,11.16926877,,,,,0.8034877219285719,0.2122454726190477
1,7.254558671239323,3.620489336307028,0.5389565737592695,0.3961151113363507,411,87.32177310677912,55.6102538190834,free,y/s,distr,y/u,"378.77, 163.12","1329.85, 255.25",72.2722230933461,11.38324365,,,,,0.5527502676066665,0.1892970000000002
1,5.046356153430233,3.444575334506208,0.5945007171693933,0.3937883187092406,206,78.21851172328141,30.11147866497914,free,y/s,distr,y/u,"378.77, 163.12","1329.85, 255.25",89.9760935287679,11.32375454,,,,,0.5794036314999994,0.2187530000000001
1,7.435504395621171,3.9823530828408953,0.529017037101788,0.3894603328994593,1,55.77526352798584,31.241682250119315,free,y/s,distr,y/u,"378.77, 163.12","1329.85, 255.25",33.840167463107306,11.26621843,,,,,0.255223224,0.2120815000000002
1,5.195065604976783,3.9544996895212496,0.5298405434949981,0.3985030984589667,270,38.48898939120788,74.01123039386556,free,y/s,free,e/u,"615.86, 192.81","1142.11, 759.64",81.6726224491829,12.32227142,,,,,0.6392269799033327,0.3837665000000001
1,5.803543761493876,3.865568102294722,0.5302654737806153,0.3886007854526167,135,73.75059555690756,52.607665515960754,free,y/s,free,e/u,"615.86, 192.81","1371.8, 217.54",56.40439506517316,12.28255262,,,,,0.5798700873566661,0.20101125
1,5.00553544419619,2.876223622580097,0.5393950465819248,0.3849363133420922,270,35.99791776145142,96.74855320345874,free,y/s,free,e/u,"537.9, 195.31","1172.11, 759.79",84.29773906186857,12.32227979,,,,,0.6688142214999998,0.3843981666666668
1,7.221420291557553,3.944428987468104,0.5310045344740599,0.3883350367898396,135,44.982222618176905,43.76438717137895,free,y/s,free,e/u,"537.9, 195.31","1371.8, 217.54",54.214310064916006,12.28256139,,,,,0.5546341083566662,0.20390475
1,5.00553544419619,2.876223622580097,0.5393950465819248,0.3849363133420922,270,35.99791776145142,96.74855320345874,free,y/s,free,e/u,"519.91, 196.0","1142.11, 759.64",84.29773906186857,12.32228789,,,,,0.6688142214999998,0.3843981666666668
1,7.416777019074724,3.7097795892880536,0.5381686443689342,0.3883771892505272,135,57.2253161608954,73.78025812057183,free,y/s,free,e/u,"519.91, 196.0","1371.8, 217.54",53.89724289540773,12.28256613,,,,,0.5498785506666661,0.2030419166666667
0,5.002071572788996,4.447028605836843,0.7920632789795494,0.3974599470503951,364,60.2033163709358,45.37828521099788,distr,e/u,distr,y/h,"1975.07, 415.23","4004.57, 246.63",55.839267027611584,11.74627951,,,,,0.53403819266619,0.3683624333333333
0,5.15783173834985,4.441471980188563,0.7967727269192054,0.344058336179857,363,52.65906970264579,44.81418324021121,distr,e/u,distr,y/h,"1975.07, 415.23","4004.57, 246.63",43.5171368655734,11.74625508,,,,,0.5291120208395235,0.3698220499999998
0,5.029150933308462,2.054480272556158,0.7888594251773718,0.3805062956750246,242,53.102074768922336,33.25091199488959,distr,e/u,distr,y/h,"246.95, 120.77","4004.57, 246.63",84.5204051862766,11.70956329,,,,,0.5248991093333328,0.228783375
0,5.001993520730754,2.2858204752455165,0.7932620546181035,0.3843946774180651,121,45.3038784273736,30.430481293306386,distr,e/u,distr,y/h,"245.91, 122.83","4004.57, 246.63",34.44457779359075,11.67338544,,,,,0.4475785410233329,0.203905125
0,5.15783173834985,4.441471980188563,0.7967727269192054,0.344058336179857,363,52.65906970264579,44.81418324021121,distr,e/u,distr,y/h,"1975.07, 415.23","4004.57, 246.63",43.5171368655734,11.74625508,,,,,0.5291120208395235,0.3698220499999998
0,5.0276534565698565,2.808566737084808,0.7860369220293141,0.3719965166816452,242,44.69414642470747,33.92574411554839,distr,e/u,distr,y/h,"246.95, 120.77","4004.57, 246.63",34.093975064977634,11.70956403,,,,,0.5025686663333329,0.1977925
0,5.001993520730754,2.2858204752455165,0.7932620546181035,0.3843946774180651,121,45.3038784273736,30.430481293306386,distr,e/u,distr,y/h,"245.91, 122.83","4004.57, 246.63",34.44457779359075,11.67337228,,,,,0.4475785410233329,0.203905125
0,5.15783173834985,4.441471980188563,0.7967727269192054,0.344058336179857,363,52.65906970264579,44.81418324021121,distr,e/u,distr,y/h,"1975.07, 415.23","4004.57, 246.63",43.5171368655734,11.74625508,,,,,0.5291120208395235,0.3698220499999998
0,5.016392962518146,4.112520499385012,0.7985247112245524,0.3919870723284699,242,75.15914614344013,30.40727055654139,distr,e/u,distr,y/h,"326.88, 162.15","4004.57, 246.63",91.32328786333022,11.7095537,,,,,0.4770477656113329,0.2255864999999999
0,5.001993520730754,2.2858204752455165,0.7932620546181035,0.3843946774180651,121,45.3038784273736,30.430481293306386,distr,e/u,distr,y/h,"245.91, 122.83","4004.57, 246.63",34.44457779359075,11.67336019,,,,,0.4475785410233329,0.203905125
1,5.263571317010063,2.285152666812372,0.5414517181022479,0.3842618265500761,311,58.32034277290304,53.24341190264271,distr,y/s,distr,e/u,"693.8, 191.03","3411.67, 750.93",85.15991256427694,11.17900699,,,,,0.5647654609999995,0.3839133000000001
2,5.058403324891384,3.8729732503472,0.5392831705399708,0.3644357230736904,156,74.86905638617228,96.42262341714635,distr,y/s,distr,e/u,"693.8, 191.03","1726.65, 194.84",89.95584359478615,11.13342642,,,,,0.5989803507899996,0.2795544999999997
1,5.477269956720245,3.1446684213796434,0.5666649867873106,0.3860402755829704,311,51.397054145939705,95.651271607504,distr,y/s,distr,e/u,"693.95, 190.17","3411.67, 750.93",97.59901897039094,11.17901294,,,,,0.5427065941899997,0.387438133333333
2,5.0567332045321045,3.973595834081096,0.5062973873297347,0.3653226692310037,156,73.09167934576952,94.44544702298693,distr,y/s,distr,e/u,"693.95, 190.17","1587.6, 194.37",89.33290498075034,11.13343223,,,,,0.5995697074899996,0.2841974999999996
1,5.124043140350274,3.987930496725268,0.5286742784838641,0.3861960360806696,311,67.42136147179727,48.88173540818406,distr,y/s,distr,e/u,"785.76, 188.18","2076.39, 195.5",91.61734204500264,11.17900699,,,,,0.6583950079999997,0.1959175000000001
1,5.014466413212933,3.8793551850961,0.5380834408566365,0.3661740334152116,183,75.89328294699726,59.51016325315536,free,e/s,foc,e/h,"836.12, 210.0","2641.97, 178.4",88.1955884254642,11.24179038,,,,,0.8302161620000008,0.194602
1,5.011860009227597,3.981420848339632,0.5394373591032363,0.3746407356879155,183,90.99007182973752,52.99342654784713,free,e/s,foc,e/h,"817.12, 209.57","2641.97, 178.4",75.72996673913703,11.24178579,,,,,0.8157910100000008,0.1896105000000001
1,6.328392417996482,3.9702322485707615,0.5379513143369528,0.3941246609212133,183,73.01057117017538,84.33873239665158,free,e/s,foc,e/h,"830.12, 209.87","2671.96, 177.88",83.74246561864629,11.24178958,,,,,0.7438661965000002,0.183629
0,7.49205651410157,3.521186498553708,0.537645962867385,0.1919767149260354,471,62.62029899834528,93.49609547906203,foc,e/u,free,y/h,"1732.13, 371.8","322.29, 266.87",94.80208621223066,12.27885978,,,,,0.3683227729742854,0.3174841999999999
0,7.330979694087867,2.0839381797496985,0.744139126980138,0.1103063662132569,470,39.52022700743634,39.88800309095004,foc,e/u,free,y/h,"1732.13, 371.8","322.29, 266.87",96.93675161478107,12.27882619,,,,,0.3344017576957616,0.2824675166666666
0,7.330979694087867,2.0839381797496985,0.744139126980138,0.1103063662132569,470,39.52022700743634,39.88800309095004,foc,e/u,free,y/h,"1732.13, 371.8","322.29, 266.87",96.93675161478107,12.27882619,,,,,0.3344017576957616,0.2824675166666666
0,7.330979694087867,2.0839381797496985,0.744139126980138,0.1103063662132569,470,39.52022700743634,39.88800309095004,foc,e/u,free,y/h,"1732.13, 371.8","322.29, 266.87",96.93675161478107,12.27882619,,,,,0.3344017576957616,0.2824675166666666
0,7.426499997072295,2.341112865918387,0.7854784330064776,0.37538462140414,537,57.80033787445137,87.36780325160807,foc,y/u,foc,e/u,"3572.83, 278.65","1329.62, 782.03",36.74426667795555,11.31752291,,,,,0.3588165004795234,0.2754322916666666
0,5.01368884495036,2.1440821236757213,0.7969606150047375,0.3928525742727178,536,57.79013719816824,30.71985669093264,foc,y/u,foc,e/u,"3572.83, 278.65","1329.62, 782.03",77.5326454761452,11.31748321,,,,,0.5415180495461899,0.3242984178571428
0,6.84886264540444,2.033789224323684,0.7853831235198954,0.393777413800468,357,57.47940506051415,38.20718563567763,foc,y/u,foc,e/u,"1404.45, 167.09","1329.62, 782.03",94.57232473270253,11.263237,,,,,0.3487120543946663,0.2207245083333334
3,7.281379270422218,2.4989129232235414,0.795735230903636,0.3881462526794,178,64.90522238588777,35.66678141906513,foc,y/u,foc,e/u,"500.38, 185.11","2874.12, 194.38",82.13787973142675,11.21125183,,,,,0.5925124200699997,0.1768575833333332
0,5.01368884495036,2.1440821236757213,0.7969606150047375,0.3928525742727178,536,57.79013719816824,30.71985669093264,foc,y/u,foc,e/u,"3572.83, 278.65","1329.62, 782.03",77.5326454761452,11.31748321,,,,,0.5415180495461899,0.3242984178571428
0,5.0510501103963525,2.011642983103159,0.7952591238775824,0.3720945063268304,357,58.12887068732415,94.9950376993658,foc,y/u,foc,e/u,"1405.24, 166.13","1329.62, 782.03",37.33204517505819,11.26322504,,,,,0.5339129769466663,0.3487073333333335
3,7.316627390856563,2.403610515431434,0.7600628205854962,0.3857418149824193,178,64.56453781698228,38.217971976445575,foc,y/u,foc,e/u,"471.53, 185.7","2874.12, 194.38",84.69142745102924,11.2112581,,,,,0.5941418300699997,0.1680538333333332
0,5.01368884495036,2.1440821236757213,0.7969606150047375,0.3928525742727178,536,57.79013719816824,30.71985669093264,foc,y/u,foc,e/u,"3572.83, 278.65","1329.62, 782.03",77.5326454761452,11.31748321,,,,,0.5415180495461899,0.3242984178571428
0,6.8304204581677,2.234135481709239,0.7835013551867296,0.3702310118958327,357,50.60398614361971,30.282027436288605,foc,y/u,foc,e/u,"1360.47, 168.56","1329.62, 782.03",97.9804073572631,11.26323948,,,,,0.3388913921113332,0.213403075
3,5.091847457705981,2.292071483831002,0.774528359340689,0.3767675215279203,178,65.38652443325563,32.555564157372245,foc,y/u,foc,e/u,"487.52, 185.31","2874.12, 194.38",90.9890380742485,11.21125759,,,,,0.7017597111899998,0.2340358333333333
0,6.444187274685492,2.1506835356581937,0.679461182354812,0.3955258057264431,378,99.84357901831714,69.81567279036591,free,e/s,free,y/s,"4161.81, 215.39","2432.66, 613.06",59.05049941437665,12.37729112,,,,,0.623903243516666,0.2140033202380953
0,6.444187274685492,2.1506835356581937,0.679461182354812,0.3955258057264431,377,99.84357901831714,69.81567279036591,free,e/s,free,y/s,"4161.81, 215.39","2432.66, 613.06",59.05049941437665,12.37726363,,,,,0.623903243516666,0.2140050202380954
1,6.382054946714415,2.94187463136002,0.5414161949314851,0.3883683121353646,125,33.26312308852484,96.53051361727772,free,e/s,free,y/s,"402.49, 174.57","2432.66, 613.06",35.227263136136635,12.3013867,,,,,0.5366310109999993,0.2887980000000002
0,6.444187274685492,2.1506835356581937,0.679461182354812,0.3955258057264431,377,99.84357901831714,69.81567279036591,free,e/s,free,y/s,"4161.81, 215.39","2432.66, 613.06",59.05049941437665,12.37726363,,,,,0.623903243516666,0.2140050202380954
1,5.045047467578477,2.956651382247911,0.5305827879627306,0.3878545745166858,125,43.834445141652346,95.27375226838213,free,e/s,free,y/s,"378.98, 174.24","2432.66, 613.06",77.82491670625215,12.30137526,,,,,0.6796234259999998,0.2961250000000002
0,6.444187274685492,2.1506835356581937,0.679461182354812,0.3955258057264431,377,99.84357901831714,69.81567279036591,free,e/s,free,y/s,"4161.81, 215.39","2432.66, 613.06",59.05049941437665,12.37726363,,,,,0.623903243516666,0.2140050202380954
1,7.117849400003211,2.5285395821807355,0.5235834881257511,0.3875490414940336,125,96.79786796615404,94.371910827913,free,e/s,free,y/s,"355.63, 173.8","2432.66, 613.06",32.93697566050664,12.30137698,,,,,0.4444943009999995,0.2866750000000002
0,5.060464396717966,3.892206454436211,0.7753697981301193,0.3437153640768438,661,57.79905089165228,39.71543208854861,foc,y/u,distr,e/s,"4329.73, 386.37","1449.88, 242.42",78.30023664199975,11.19477245,,,,,0.5333729512909519,0.3002944916666668
0,5.170494933494631,3.7730720917903775,0.7948154950492606,0.338985099441738,660,57.42956020851207,46.154214621181765,foc,y/u,distr,e/s,"4329.73, 386.37","1449.88, 242.42",76.51733550462284,11.19472359,,,,,0.5297133043742853,0.3029572416666668
0,5.059930467820649,2.3175449587656933,0.7864849830291676,0.3443022539319417,440,57.8251239206734,40.97568999510532,foc,y/u,distr,e/s,"2701.9, 163.62","1449.88, 242.42",81.20777822214849,11.12844566,,,,,0.5005598844547617,0.2538104249999999
0,5.014594406131026,3.8180645510669033,0.5384540215050929,0.3781475588241844,220,60.15488541715335,87.7601462524934,foc,y/u,distr,e/s,"2701.9, 163.62","1449.88, 242.42",83.58987100884964,11.11011799,,,,,0.5589848629999995,0.1816210000000001
0,5.170494933494631,3.7730720917903775,0.7948154950492606,0.338985099441738,660,57.42956020851207,46.154214621181765,foc,y/u,distr,e/s,"4329.73, 386.37","1449.88, 242.42",76.51733550462284,11.19472359,,,,,0.5297133043742853,0.3029572416666668
0,5.170494933494631,3.7730720917903775,0.7948154950492606,0.338985099441738,660,57.42956020851207,46.154214621181765,foc,y/u,distr,e/s,"4329.73, 386.37","1449.88, 242.42",76.51733550462284,11.19472359,,,,,0.5297133043742853,0.3029572416666668
0,6.670903885571065,2.34292194570764,0.7393843120776551,0.3790017519033873,440,57.81904228135952,43.85343315235313,foc,y/u,distr,e/s,"2701.9, 163.62","1449.88, 242.42",98.93889974746088,11.12842676,,,,,0.4077029725480952,0.1457012999999999
0,5.014594406131026,3.8180645510669033,0.5384540215050929,0.3781475588241844,220,60.15488541715335,87.7601462524934,foc,y/u,distr,e/s,"2701.9, 163.62","1449.88, 242.42",83.58987100884964,11.11012214,,,,,0.5589848629999995,0.1816210000000001
1,5.05861873307556,3.795804875048432,0.6396422608319732,0.3725394980397455,134,92.53862268728692,43.24364650632441,distr,e/h,free,e/u,"579.94, 193.98","1310.66, 190.93",87.19051052506312,11.2203973,,,,,0.6712791686899997,0.2152819999999999
1,5.00964066151309,3.928199519656817,0.6247200894043747,0.3977482276911058,269,93.69261627086668,74.1680842995268,distr,e/h,free,e/u,"761.49, 187.5","1500.49, 362.55",86.85860632242964,11.26011115,,,,,0.660318908833333,0.2229104999999998
0,5.069740237330289,2.006779881597094,0.7745585777259657,0.3514764830812734,469,31.880773194033047,30.006044733193797,distr,y/u,distr,e/h,"3077.84, 434.87","3537.83, 710.51",70.08849892874973,12.17369301,,,,,0.4502814625017456,0.3672358988095238
0,5.069740237330289,2.006779881597094,0.7745585777259657,0.3514764830812734,468,31.880773194033047,30.006044733193797,distr,y/u,distr,e/h,"3077.84, 434.87","3537.83, 710.51",70.08849892874973,12.17365942,,,,,0.4502814625017456,0.3672358988095238
0,5.176666485914244,2.0278395522523747,0.7046672042934716,0.3733636718467573,156,96.38745296951718,30.03563754254173,distr,y/u,distr,e/h,"266.1, 133.03","3537.83, 710.51",99.375939476269,12.08047081,,,,,0.333529687023333,0.1951610238095239
0,5.069740237330289,2.006779881597094,0.7745585777259657,0.3514764830812734,468,31.880773194033047,30.006044733193797,distr,y/u,distr,e/h,"3077.84, 434.87","3537.83, 710.51",70.08849892874973,12.17365942,,,,,0.4502814625017456,0.3672358988095238
0,5.047273001311624,2.501227955163116,0.59140521295275,0.3785613727851583,312,54.986189245720674,30.07045255441513,distr,y/u,distr,e/h,"307.02, 136.11","3537.83, 710.51",38.179674317115925,12.12664269,,,,,0.4205931847499995,0.2045657321428572
0,5.069740237330289,2.006779881597094,0.7745585777259657,0.3514764830812734,468,31.880773194033047,30.006044733193797,distr,y/u,distr,e/h,"3077.84, 434.87","3537.83, 710.51",70.08849892874973,12.17365942,,,,,0.4502814625017456,0.3672358988095238
0,5.000048513015663,2.559066766044372,0.5597874816648789,0.3895611852489791,312,98.52638109621158,32.173561915432444,distr,y/u,distr,e/h,"309.89, 136.34","3537.83, 710.51",37.42505295579197,12.12664269,,,,,0.3462753820833329,0.2166443321428571
