PROGRESS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_1_POS,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2,SCS,FTG
0,7.384707171110276,3.3326643733195627,0.7719950607530492,0.2377901754911449,696.4453512581233,95.2400509361301,68.74372436230415,distr,,free,,"283.37, 226.93","226.93, 775.95",83.06792823582607,12.17367891,,,,,0.5402219335476188,0.0185955666666666
0,7.384707171110276,3.3326643733195627,0.7719950607530492,0.2377901754911449,696.4453512581233,95.2400509361301,68.74372436230415,distr,,free,,"283.37, 226.93","226.93, 775.95",83.06792823582607,12.17363616,,,,,0.5402219335476188,0.0185955666666666
3,5.99419405853626,3.3856468865937988,0.7286059846043133,0.3058403895768825,367.4550995295319,45.57696562057739,96.05343268117616,distr,,free,,"393.08, 160.03","160.03, 194.36",75.45970434359312,12.11337733,,,,,0.8160027945714292,0.0294709999999999
0,7.384707171110276,3.3326643733195627,0.7719950607530492,0.2377901754911449,696.4453512581233,95.2400509361301,68.74372436230415,distr,,free,,"283.37, 226.93","226.93, 775.95",83.06792823582607,12.17363616,,,,,0.5402219335476188,0.0185955666666666
3,5.003777227009032,3.5917480442876286,0.7322008073021559,0.3336387722655543,448.0751273016986,50.448846780704514,55.91935943956502,distr,,free,,"283.37, 226.93","226.93, 194.36",38.71748935131546,11.99911534,,,,,0.887815063000001,0.0336531666666666
0,7.384707171110276,3.3326643733195627,0.7719950607530492,0.2377901754911449,696.4453512581233,95.2400509361301,68.74372436230415,distr,,free,,"283.37, 226.93","226.93, 775.95",83.06792823582607,12.17363616,,,,,0.5402219335476188,0.0185955666666666
3,6.04829102704577,3.902823418831937,0.753914370881086,0.3134221517236806,365.9493835903251,44.71708781380663,74.49742012217442,distr,,free,,"386.67, 164.94","164.94, 194.36",75.37868414195488,12.11336319,,,,,0.804165173071429,0.023562
3,6.596705935327821,3.4316303289372527,0.6019894612582867,0.2865359174364809,457.7096742935837,50.239099030260526,62.70750899160278,distr,,free,,"386.67, 164.94","164.94, 194.36",34.786600932928465,12.05502496,,,,,0.8469339880000005,0.0330598333333333
3,6.834724932521933,3.3337904905070337,0.7626891570787052,0.2681352739559797,575.2104540223776,54.17514242442537,52.63502958779171,distr,,free,,"386.67, 164.94","164.94, 194.36",66.39509491988696,11.99915234,,,,,0.8326802230000004,0.0249695833333333
0,7.260059093663679,4.018569826357644,0.6281736076061419,0.3258395857382913,352.2085873848422,54.702325387380206,44.90099596620563,distr,,free,,"3115.69, 584.43","584.43, 411.75",79.73582343775423,11.22286933,,,,,0.1949500479233334,0.0395842369047619
0,7.260059093663679,4.018569826357644,0.6281736076061419,0.3258395857382913,352.2085873848422,54.702325387380206,44.90099596620563,distr,,free,,"3115.69, 584.43","584.43, 411.75",79.73582343775423,11.22282963,,,,,0.1949500479233334,0.0395842369047619
0,5.012059614995335,3.293673482027552,0.7003609387079871,0.2536878263231279,567.5894431634422,70.18121267132025,60.68084896631229,distr,,free,,"925.36, 181.87","181.87, 411.75",82.43987106562119,11.16857777,,,,,0.6375610709880946,0.036470394047619
0,7.260059093663679,4.018569826357644,0.6281736076061419,0.3258395857382913,352.2085873848422,54.702325387380206,44.90099596620563,distr,,free,,"3115.69, 584.43","584.43, 411.75",79.73582343775423,11.22282963,,,,,0.1949500479233334,0.0395842369047619
0,7.49401598969073,3.133060239018304,0.6733120409577643,0.2624435207393072,593.9513547786049,53.81709452280074,90.0982841287552,distr,,free,,"1909.3, 165.27","165.27, 411.75",79.36931211371937,11.16857676,,,,,0.4737905572857139,0.0303726023809524
0,7.260059093663679,4.018569826357644,0.6281736076061419,0.3258395857382913,352.2085873848422,54.702325387380206,44.90099596620563,distr,,free,,"3115.69, 584.43","584.43, 411.75",79.73582343775423,11.22282963,,,,,0.1949500479233334,0.0395842369047619
0,7.494520272987505,3.02366926415987,0.7199663789527236,0.1960365562263066,559.0127721999868,69.52242503819474,70.187048419486,distr,,free,,"548.54, 194.9","194.9, 411.75",82.29670133985528,11.16858303,,,,,0.3566941500709522,0.0255978773809523
0,5.110788059494767,2.9881745060101426,0.7246125570063624,0.3525522135158904,499.24538540769805,52.97730595388308,39.169553906779406,distr,,free,,"1867.55, 234.08","234.08, 560.55",81.65965665030953,11.9281727,,,,,0.7720425059285716,0.0325500291666666
0,5.082408415806347,2.9880583675353565,0.7595408474431725,0.354062704888201,499.41955794651466,30.278139137073687,31.410892445736117,distr,,free,,"1867.55, 234.08","234.08, 560.55",75.32730109940363,11.92814216,,,,,0.7431689261785714,0.0326453458333333
3,5.998502789452144,3.772575953470548,0.7111455698122626,0.354972407197353,343.6298877112271,66.4964138212728,55.84393950334761,distr,,free,,"489.61, 175.89","175.89, 195.34",78.71419674293162,11.8433051,,,,,0.9136588730000011,0.0289409666666666
0,5.082408415806347,2.9880583675353565,0.7595408474431725,0.354062704888201,499.41955794651466,30.278139137073687,31.410892445736117,distr,,free,,"1867.55, 234.08","234.08, 560.55",75.32730109940363,11.92814216,,,,,0.7431689261785714,0.0326453458333333
0,5.082408415806347,2.9880583675353565,0.7595408474431725,0.354062704888201,499.41955794651466,30.278139137073687,31.410892445736117,distr,,free,,"1867.55, 234.08","234.08, 560.55",75.32730109940363,11.92814216,,,,,0.7431689261785714,0.0326453458333333
1,6.642539203089946,3.770646144458464,0.5175039960893016,0.3272592628588237,522.1534135718156,38.317051611386646,57.85898385507381,foc,,distr,,"58.26, 254.49","254.49, 213.81",54.83558935314586,11.52248231,,,,,0.7610130141666667,0.1094839999999999
4,6.571760353460836,3.744704662608896,0.5075770496766275,0.3835742700723705,271.0699703460824,80.23462826347475,66.76455169106545,foc,,distr,,"1916.89, 183.23","183.23, 200.64",37.9692224508051,11.47056211,,,,,0.8893136840000012,0.0528408999999999
0,7.426198384350245,2.014543025378924,0.6866012075704009,0.3959589167556597,500.0464133006304,33.19646380021309,88.46834635856368,free,,free,,"3992.77, 789.41","789.41, 767.97",78.33911890216484,11.19722639,,,,,0.3959146291666664,0.0724372738095238
0,7.426198384350245,2.014543025378924,0.6866012075704009,0.3959589167556597,500.0464133006304,33.19646380021309,88.46834635856368,free,,free,,"3992.77, 789.41","789.41, 767.97",78.33911890216484,11.19720196,,,,,0.3959146291666664,0.0724269404761905
0,7.426198384350245,2.014543025378924,0.6866012075704009,0.3959589167556597,500.0464133006304,33.19646380021309,88.46834635856368,free,,free,,"3992.77, 789.41","789.41, 767.97",78.33911890216484,11.19720196,,,,,0.3959146291666664,0.0724269404761905
0,7.232643584979828,3.370632629011096,0.6464641497935968,0.3948896893896407,463.6730920610564,55.26043929006501,84.16848673718745,distr,,foc,,"4231.44, 255.66","255.66, 361.91",50.4422240361786,11.53259813,,,,,0.6798625598214282,0.0672794666666666
0,7.232643584979828,3.370632629011096,0.6464641497935968,0.3948896893896407,463.6730920610564,55.26043929006501,84.16848673718745,distr,,foc,,"4231.44, 255.66","255.66, 361.91",50.4422240361786,11.53255844,,,,,0.6798625598214282,0.0672794666666666
0,5.160441699908265,3.431435359082528,0.5149754480640353,0.3600179338512087,506.2066979292067,56.90222589748084,51.95503526158108,distr,,foc,,"1786.86, 164.57","164.57, 361.91",67.65241251295443,11.47528921,,,,,0.7751723103333338,0.0343139333333333
4,5.363401769164712,3.7133855267232487,0.736313997283985,0.3885444443197915,274.0377293572003,88.69855045117033,77.68331319597665,distr,,foc,,"1114.93, 151.18","151.18, 194.16",43.4416578939491,11.36610405,,,,,0.7393119385000005,0.0452599
0,7.232643584979828,3.370632629011096,0.6464641497935968,0.3948896893896407,463.6730920610564,55.26043929006501,84.16848673718745,distr,,foc,,"4231.44, 255.66","255.66, 361.91",50.4422240361786,11.53255844,,,,,0.6798625598214282,0.0672794666666666
0,5.178218237940877,3.51720128049232,0.7337317027354491,0.373190438765577,500.929700432392,36.81715315486843,46.5598047009445,distr,,foc,,"266.63, 131.84","131.84, 361.91",82.62463434657707,11.47529288,,,,,0.7213143315952384,0.0217184666666666
0,5.239726065244254,3.5485343255625703,0.5126496536047505,0.3586532652990175,451.40417032577614,38.95874462266444,59.81527819723403,distr,,foc,,"266.04, 133.01","133.01, 361.91",46.79860112264749,11.4198241,,,,,0.7618719087738098,0.0284285666666666
0,5.130345306583865,3.415279957210549,0.6526061408335684,0.3816341268116566,473.8642339685617,30.855173811234536,44.95165305593639,distr,,foc,,"266.04, 133.02","133.02, 361.91",46.29628354525945,11.36611201,,,,,0.7677121787500006,0.0323832333333333
0,7.232643584979828,3.370632629011096,0.6464641497935968,0.3948896893896407,463.6730920610564,55.26043929006501,84.16848673718745,distr,,foc,,"4231.44, 255.66","255.66, 361.91",50.4422240361786,11.53255844,,,,,0.6798625598214282,0.0672794666666666
0,5.293465015036449,3.419295047134463,0.7327511018819711,0.2994062815192704,496.3300590845096,49.60832636772189,48.1283465320067,distr,,foc,,"843.41, 185.28","185.28, 361.91",77.55239777653077,11.47528924,,,,,0.6610381572619043,0.0316201666666666
3,7.363256328634761,3.4086592521361143,0.759666492597119,0.2982674279455586,485.4272135113801,48.50613706368774,38.90130774320467,distr,,foc,,"297.59, 133.19","133.19, 194.16",75.57385161297218,11.36612177,,,,,0.7994393980000005,0.022435
1,5.011700120636911,2.2538350887121275,0.5769026429119998,0.3197827534792934,520.1032652856385,30.289412539760335,36.023517150110926,distr,,foc,,"647.35, 191.87","191.87, 696.76",61.699556854309726,11.25152727,,,,,0.7976361535833337,0.3165580000000001
2,5.704812392357736,3.421431513398987,0.622765775304315,0.3041409616088419,344.1361114473306,41.00495543291687,77.73287026271224,distr,,foc,,"647.35, 191.87","191.87, 198.32",70.08065141917925,11.20475649,,,,,0.8759762505000007,0.143021125
2,6.070050295669212,3.334572806842206,0.6412604506745513,0.3063448678327919,341.83125939728,75.4438463827595,62.08483353913186,distr,,foc,,"647.35, 191.87","191.87, 198.32",76.3902037179602,11.15940283,,,,,0.8633966960000008,0.13662625
0,5.219587226865084,3.456204634155051,0.6621822016199412,0.3817436320247671,438.2194159211298,30.46400881054933,38.0163239447144,foc,,foc,,"4261.88, 758.2","758.2, 270.22",68.53758735163682,11.16930542,,,,,0.7953213168333338,0.091053869047619
0,5.219587226865084,3.456204634155051,0.6621822016199412,0.3817436320247671,438.2194159211298,30.46400881054933,38.0163239447144,foc,,foc,,"4261.88, 758.2","758.2, 270.22",68.53758735163682,11.16926877,,,,,0.7953213168333338,0.091053869047619
1,5.215391754987605,3.837589522614106,0.5004375494752584,0.3952242758196132,291.8151149166883,62.49998713876402,68.54670357220995,foc,,foc,,"402.89, 183.86","183.86, 270.22",50.40533467286605,11.09418635,,,,,0.6162808447133328,0.196503
0,5.219587226865084,3.456204634155051,0.6621822016199412,0.3817436320247671,438.2194159211298,30.46400881054933,38.0163239447144,foc,,foc,,"4261.88, 758.2","758.2, 270.22",68.53758735163682,11.16926877,,,,,0.7953213168333338,0.091053869047619
0,5.219587226865084,3.456204634155051,0.6621822016199412,0.3817436320247671,438.2194159211298,30.46400881054933,38.0163239447144,foc,,foc,,"4261.88, 758.2","758.2, 270.22",68.53758735163682,11.16926877,,,,,0.7953213168333338,0.091053869047619
1,7.235269310155649,3.891293458480492,0.5046113425861285,0.3947047383180144,293.3348960767834,30.07856384324675,98.54067268415184,free,,distr,,"378.77, 163.12","163.12, 255.25",62.2102298548337,11.38324365,,,,,0.4785501287099995,0.0869429999999999
1,7.252502946234337,3.8704141359495994,0.5180282644191104,0.3990475099081837,292.5384421079371,60.17554791635905,97.2152508240918,free,,distr,,"378.77, 163.12","163.12, 255.25",53.033466751396766,11.32375454,,,,,0.4554085898133329,0.1101875
1,7.419032745335133,3.870438154055349,0.5056511782061853,0.3868487537209139,296.4518917160022,58.463393763331794,99.60233033253232,free,,distr,,"378.77, 163.12","163.12, 255.25",51.26189903094776,11.26621843,,,,,0.4482935306866662,0.1130615
1,5.2098711752797335,2.0401951771191302,0.5010649084957836,0.3820901110512429,271.28969240611264,68.25076159930528,75.25232187957467,free,,free,,"615.86, 192.81","192.81, 759.64",65.42454062465224,12.32227142,,,,,0.5455016189999994,0.2846073333333335
1,5.164546208668579,3.85227409639167,0.5263872477960528,0.3909042295818745,278.622857728941,30.68508748142885,58.93236318217417,free,,free,,"615.86, 192.81","192.81, 217.54",61.09047536825174,12.28255262,,,,,0.816825332213334,0.0985865
1,5.025561078219461,2.1815115901399627,0.6894792026918255,0.2615887562259137,262.65067036123725,66.92515481421766,80.21152926707263,free,,free,,"537.9, 195.31","195.31, 759.79",72.54323818042764,12.32227979,,,,,0.3332711819999997,0.2828255000000002
1,6.335571749008342,3.920753193963563,0.5276893312403192,0.3904068715205962,293.1473535721568,62.65747013724149,53.76063900173083,free,,free,,"537.9, 195.31","195.31, 217.54",52.53140508348299,12.28256139,,,,,0.7057305948,0.0946139999999999
1,5.025561078219461,2.1815115901399627,0.6894792026918255,0.2615887562259137,262.65067036123725,66.92515481421766,80.21152926707263,free,,free,,"519.91, 196.0","196.0, 759.64",72.54323818042764,12.32228789,,,,,0.3332711819999997,0.2828255000000002
1,5.731448137501447,3.962645780049462,0.531721262800818,0.3991030807138158,296.0364722574405,59.12976681361988,94.79568822066258,free,,free,,"519.91, 196.0","196.0, 217.54",57.07473156907717,12.28256613,,,,,0.7476623458800004,0.0943149999999999
