PROGRESS,ORCH_1_Dstop,ORCH_1_Drestart,ORCH_1_Fstop,ORCH_1_Frestart,PSCS__TAU,HUM_1_VEL,HUM_2_VEL,HUM_1_FW,HUM_1_FTG,HUM_2_FW,HUM_2_FTG,HUM_1_POS,HUM_2_POS,ROB_1_VEL,ROB_1_CHG,PRSCS_LOWER_BOUND,PRSCS_UPPER_BOUND,FTG_HUM_1,FTG_HUM_2,SCS,FTG
0,6.596854863446228,3.5604553674413624,0.5053702647798568,0.3406917340807276,473.4915186709835,78.3541310314385,30.135696497670303,distr,,distr,,"1975.07, 415.23","415.23, 246.63",81.07651926279972,11.74627951,,,,,0.4908176230899993,0.0193871833333333
0,6.596854863446228,3.5604553674413624,0.5053702647798568,0.3406917340807276,473.4915186709835,78.3541310314385,30.135696497670303,distr,,distr,,"1975.07, 415.23","415.23, 246.63",81.07651926279972,11.74625508,,,,,0.4908258853433327,0.0193871833333333
0,5.255545288966279,3.906340873502023,0.6776997245903258,0.3908787968625261,496.31508043633096,39.72997459394585,56.82661669581047,distr,,distr,,"246.95, 120.77","120.77, 246.63",54.84744804055358,11.70956329,,,,,0.8334277332857154,0.0273901666666666
0,5.2328122678732605,3.862531550222756,0.7310101350265883,0.3878626526138775,499.8026488592795,39.94524870252859,55.32320647403533,distr,,distr,,"245.91, 122.83","122.83, 246.63",66.29821797969262,11.67338544,,,,,0.8165923686190485,0.0177243333333333
0,6.596854863446228,3.5604553674413624,0.5053702647798568,0.3406917340807276,473.4915186709835,78.3541310314385,30.135696497670303,distr,,distr,,"1975.07, 415.23","415.23, 246.63",81.07651926279972,11.74625508,,,,,0.4908258853433327,0.0193871833333333
0,5.255545288966279,3.906340873502023,0.6776997245903258,0.3908787968625261,496.31508043633096,39.72997459394585,56.82661669581047,distr,,distr,,"246.95, 120.77","120.77, 246.63",54.84744804055358,11.70956403,,,,,0.8334277332857154,0.0273901666666666
0,5.2328122678732605,3.862531550222756,0.7310101350265883,0.3878626526138775,499.8026488592795,39.94524870252859,55.32320647403533,distr,,distr,,"245.91, 122.83","122.83, 246.63",66.29821797969262,11.67337228,,,,,0.8165923686190485,0.0177243333333333
0,6.596854863446228,3.5604553674413624,0.5053702647798568,0.3406917340807276,473.4915186709835,78.3541310314385,30.135696497670303,distr,,distr,,"1975.07, 415.23","415.23, 246.63",81.07651926279972,11.74625508,,,,,0.4908258853433327,0.0193871833333333
0,5.241077780691198,2.6979591975278487,0.6757277814374864,0.3933864497722698,508.0609311467607,38.08262986049545,53.15893455330048,distr,,distr,,"326.88, 162.15","162.15, 246.63",46.47433202838451,11.7095537,,,,,0.8300927141857151,0.0258078333333333
0,5.2328122678732605,3.862531550222756,0.7310101350265883,0.3878626526138775,499.8026488592795,39.94524870252859,55.32320647403533,distr,,distr,,"245.91, 122.83","122.83, 246.63",66.29821797969262,11.67336019,,,,,0.8165923686190485,0.0177243333333333
1,5.022225559721258,2.3904601995800343,0.524689980807572,0.3065431902077122,501.0425030110636,30.022060903821192,93.5315795566557,distr,,distr,,"693.8, 191.03","191.03, 750.93",57.30626911174488,11.17900699,,,,,0.7414649733333336,0.3080855000000002
2,6.352034939157065,3.3474866050757264,0.6162136174824313,0.2601177089761124,668.2055845740491,66.89408047662221,86.65992405410164,distr,,distr,,"693.8, 191.03","191.03, 194.84",76.02480014407195,11.13342642,,,,,0.8666554160000008,0.1171198333333332
1,6.717836424346486,2.527241998074332,0.5835415769521508,0.2775494550139134,511.0372411166437,30.06955624714981,76.43776897362153,distr,,distr,,"693.95, 190.17","190.17, 750.93",68.05832741895077,11.17901294,,,,,0.4975236949033332,0.2997729999999999
2,6.195623534871281,3.3899928337805423,0.6351481713401739,0.2544667336174926,336.30616939517733,68.67491784617374,50.81300144569604,distr,,distr,,"693.95, 190.17","190.17, 194.37",74.96924982433634,11.13343223,,,,,0.8415820530000008,0.1185073333333333
1,6.643664017393589,3.928849287404677,0.529647106976467,0.3827393154857486,447.555855304877,59.61334127423805,58.04713171232717,distr,,distr,,"785.76, 188.18","188.18, 195.5",61.86428399049718,11.17900699,,,,,0.8173453340000006,0.12539
1,6.638906912683766,3.867198532570205,0.5340055070508946,0.3940322343445595,309.4780067994085,65.78549019420096,67.74745665047757,free,,foc,,"836.12, 210.0","210.0, 178.4",60.19455322652843,11.24179038,,,,,0.8015508630000006,0.147205
1,6.337216849188917,3.924434021997741,0.5362040996288944,0.3275611712164498,338.0609423017572,61.303684972533446,90.0077019907969,free,,foc,,"817.12, 209.57","209.57, 178.4",70.58921568830034,11.24178579,,,,,0.8049726570000005,0.150222
1,6.661934033984959,3.843306353217349,0.5320963318508536,0.3895709117163018,276.80418964749265,62.76486066325951,88.67704079781518,free,,foc,,"830.12, 209.87","209.87, 177.88",50.21486302717078,11.24178958,,,,,0.7939230390000003,0.1467409999999999
0,5.028599437970133,3.727726857704962,0.5033084862123606,0.3513905097294288,456.1066637122406,52.74960103340422,94.6796426293669,foc,,free,,"1732.13, 371.8","371.8, 266.87",47.78510999311993,12.27885978,,,,,0.5724035762499993,0.0486421023809523
0,5.028599437970133,3.727726857704962,0.5033084862123606,0.3513905097294288,456.1066637122406,52.74960103340422,94.6796426293669,foc,,free,,"1732.13, 371.8","371.8, 266.87",47.78510999311993,12.27882619,,,,,0.5724035762499993,0.0486421023809523
0,5.028599437970133,3.727726857704962,0.5033084862123606,0.3513905097294288,456.1066637122406,52.74960103340422,94.6796426293669,foc,,free,,"1732.13, 371.8","371.8, 266.87",47.78510999311993,12.27882619,,,,,0.5724035762499993,0.0486421023809523
0,5.028599437970133,3.727726857704962,0.5033084862123606,0.3513905097294288,456.1066637122406,52.74960103340422,94.6796426293669,foc,,free,,"1732.13, 371.8","371.8, 266.87",47.78510999311993,12.27882619,,,,,0.5724035762499993,0.0486421023809523
0,5.147844373777055,2.176423749937767,0.6249716167522146,0.339409187481503,500.4177977848126,31.199601892024702,59.44882535993414,foc,,foc,,"3572.83, 278.65","278.65, 782.03",36.934125109984166,11.31752291,,,,,0.6681383198214281,0.0552844583333333
0,5.147844373777055,2.176423749937767,0.6249716167522146,0.339409187481503,500.4177977848126,31.199601892024702,59.44882535993414,foc,,foc,,"3572.83, 278.65","278.65, 782.03",36.934125109984166,11.31748321,,,,,0.6681383198214281,0.0552844583333333
0,7.4989804050928015,3.0855561899291244,0.7507074110030797,0.1608536806845802,509.2785504317257,43.915698623237056,48.719819587716174,foc,,foc,,"1404.45, 167.09","167.09, 782.03",78.69284771201576,11.263237,,,,,0.350591996308095,0.0275402666666666
3,6.719387109036734,3.7462318742935032,0.7236758642329143,0.3109909624308317,346.35999504068485,55.13598205172723,70.67652570149839,foc,,foc,,"500.38, 185.11","185.11, 194.38",77.61229507800735,11.21125183,,,,,0.9106474910000012,0.0298383
0,5.147844373777055,2.176423749937767,0.6249716167522146,0.339409187481503,500.4177977848126,31.199601892024702,59.44882535993414,foc,,foc,,"3572.83, 278.65","278.65, 782.03",36.934125109984166,11.31748321,,,,,0.6681383198214281,0.0552844583333333
0,5.330516280112265,3.9000945673539698,0.6965264884033099,0.3266279883598457,680.022142940072,57.78498040100873,38.821694980077226,foc,,foc,,"1405.24, 166.13","166.13, 782.03",70.98684331764146,11.26322504,,,,,0.6484335840952378,0.0426493166666666
3,6.091995433067821,3.828893687786088,0.7828624332296659,0.1837630835814863,259.0641490221493,86.65947710051394,56.96742886817393,foc,,foc,,"471.53, 185.7","185.7, 194.38",79.63082650849316,11.2112581,,,,,0.7276710681900002,0.0242761666666666
0,5.147844373777055,2.176423749937767,0.6249716167522146,0.339409187481503,500.4177977848126,31.199601892024702,59.44882535993414,foc,,foc,,"3572.83, 278.65","278.65, 782.03",36.934125109984166,11.31748321,,,,,0.6681383198214281,0.0552844583333333
0,5.1617462056165655,3.637848156578696,0.5865964057987959,0.3909409070418833,503.06407406022055,35.98034105088661,37.069813110472566,foc,,foc,,"1360.47, 168.56","168.56, 782.03",81.68897141732316,11.26323948,,,,,0.6953458040000001,0.0476947833333333
3,6.010345470432423,3.739367001778219,0.7295312313932704,0.1911304200278179,338.5759329646245,70.24049260497704,50.18263256022501,foc,,foc,,"487.52, 185.31","185.31, 194.38",81.7805357859827,11.21125759,,,,,0.8145283066900008,0.0263316666666666
0,6.610441979873713,2.1807451208712,0.6232195959301644,0.3945603699660485,502.982932055558,35.71632949422363,60.42621308645509,free,,free,,"4161.81, 215.39","215.39, 613.06",74.5772209901811,12.37729112,,,,,0.7166237712499999,0.0890952023809523
0,6.610441979873713,2.1807451208712,0.6232195959301644,0.3945603699660485,502.982932055558,35.71632949422363,60.42621308645509,free,,free,,"4161.81, 215.39","215.39, 613.06",74.5772209901811,12.37726363,,,,,0.7166237712499999,0.0890969023809523
1,5.211528608271557,2.876620851603172,0.5898805767632064,0.3901175004237706,286.5521739509701,31.6508722026938,96.13355873150054,free,,free,,"402.49, 174.57","174.57, 613.06",62.15610582640598,12.3013867,,,,,0.741025358,0.2430273750000001
0,6.610441979873713,2.1807451208712,0.6232195959301644,0.3945603699660485,502.982932055558,35.71632949422363,60.42621308645509,free,,free,,"4161.81, 215.39","215.39, 613.06",74.5772209901811,12.37726363,,,,,0.7166237712499999,0.0890969023809523
1,5.073472846794831,2.7259697617615952,0.5941774587997409,0.3900264549503349,286.4627674550886,38.049628570386496,99.27356899635744,free,,free,,"378.98, 174.24","174.24, 613.06",53.4123072605902,12.30137526,,,,,0.7160607189999998,0.2428193750000001
0,6.610441979873713,2.1807451208712,0.6232195959301644,0.3945603699660485,502.982932055558,35.71632949422363,60.42621308645509,free,,free,,"4161.81, 215.39","215.39, 613.06",74.5772209901811,12.37726363,,,,,0.7166237712499999,0.0890969023809523
1,5.075384696391692,3.805868344419453,0.599307654703125,0.3771600705296478,511.5459692361244,39.99292189259992,95.737986646141,free,,free,,"355.63, 173.8","173.8, 613.06",51.61605182724394,12.30137698,,,,,0.8246287225000009,0.251954375
0,5.034284060245044,3.7496024543471966,0.6268171702198461,0.3959406170868841,481.8850109121309,33.65818273134995,61.51650459219396,foc,,distr,,"4329.73, 386.37","386.37, 242.42",54.47486984319774,11.19477245,,,,,0.774587512021429,0.0756719916666666
0,5.034284060245044,3.7496024543471966,0.6268171702198461,0.3959406170868841,481.8850109121309,33.65818273134995,61.51650459219396,foc,,distr,,"4329.73, 386.37","386.37, 242.42",54.47486984319774,11.19472359,,,,,0.774587512021429,0.0756719916666666
0,5.069353007732554,3.4637187251719603,0.6505934517237777,0.3501067654940458,504.3936144017196,66.22484014430295,83.71843856530259,foc,,distr,,"2701.9, 163.62","163.62, 242.42",40.05095795783924,11.12844566,,,,,0.7333520467380953,0.0183725
0,7.419543607195636,3.4194244595085226,0.7076884502249995,0.215472464016317,590.3579734197564,71.6258279866096,81.8311999735702,foc,,distr,,"2701.9, 163.62","163.62, 242.42",77.77674705517377,11.11011799,,,,,0.3821648342376186,0.0082005
0,5.034284060245044,3.7496024543471966,0.6268171702198461,0.3959406170868841,481.8850109121309,33.65818273134995,61.51650459219396,foc,,distr,,"4329.73, 386.37","386.37, 242.42",54.47486984319774,11.19472359,,,,,0.774587512021429,0.0756719916666666
0,5.034284060245044,3.7496024543471966,0.6268171702198461,0.3959406170868841,481.8850109121309,33.65818273134995,61.51650459219396,foc,,distr,,"4329.73, 386.37","386.37, 242.42",54.47486984319774,11.19472359,,,,,0.774587512021429,0.0756719916666666
0,5.069353007732554,3.4637187251719603,0.6505934517237777,0.3501067654940458,504.3936144017196,66.22484014430295,83.71843856530259,foc,,distr,,"2701.9, 163.62","163.62, 242.42",40.05095795783924,11.12842676,,,,,0.7333520467380953,0.0183725
0,7.419543607195636,3.4194244595085226,0.7076884502249995,0.215472464016317,590.3579734197564,71.6258279866096,81.8311999735702,foc,,distr,,"2701.9, 163.62","163.62, 242.42",77.77674705517377,11.11012214,,,,,0.3821648342376186,0.0082005
1,6.785338695992924,3.725251294596832,0.513768320933474,0.3679323907993474,371.0218064161264,60.99817237244376,80.46601938218353,distr,,free,,"579.94, 193.98","193.98, 190.93",60.79514642394548,11.2203973,,,,,0.777910342666667,0.1359479999999999
1,5.258935761018674,2.7098291132665424,0.5282452104341916,0.3786592495143303,289.30022855714657,33.304625656607094,83.91954845334416,distr,,free,,"761.49, 187.5","187.5, 362.55",60.32444931941008,11.26011115,,,,,0.6868681699999998,0.199998
0,7.402432608888782,4.22744369444209,0.565224392434873,0.2052916782349891,500.54475138859686,33.1151980073523,31.689323697714794,distr,,distr,,"3077.84, 434.87","434.87, 710.51",79.89652539384439,12.17369301,,,,,0.2833812105933331,0.0469528369047619
0,7.402432608888782,4.22744369444209,0.565224392434873,0.2052916782349891,500.54475138859686,33.1151980073523,31.689323697714794,distr,,distr,,"3077.84, 434.87","434.87, 710.51",79.89652539384439,12.17365942,,,,,0.2833812105933331,0.0469528369047619
0,5.307315713411515,3.160530456846756,0.7654278173243584,0.2064001260409669,491.8431142979311,99.91925963413996,47.24149736424392,distr,,distr,,"266.1, 133.03","133.03, 710.51",70.84908382153138,12.08047081,,,,,0.3602810235833331,0.0133069999999999
0,7.402432608888782,4.22744369444209,0.565224392434873,0.2052916782349891,500.54475138859686,33.1151980073523,31.689323697714794,distr,,distr,,"3077.84, 434.87","434.87, 710.51",79.89652539384439,12.17365942,,,,,0.2833812105933331,0.0469528369047619
0,5.00944451520584,3.1773471359703254,0.7376241411885645,0.3236939300875087,454.7385486878175,35.64450975051541,47.709685243136825,distr,,distr,,"307.02, 136.11","136.11, 710.51",40.03138365707408,12.12664269,,,,,0.7609755305952385,0.0236688333333333
0,7.402432608888782,4.22744369444209,0.565224392434873,0.2052916782349891,500.54475138859686,33.1151980073523,31.689323697714794,distr,,distr,,"3077.84, 434.87","434.87, 710.51",79.89652539384439,12.17365942,,,,,0.2833812105933331,0.0469528369047619
0,5.00944451520584,3.1773471359703254,0.7376241411885645,0.3236939300875087,454.7385486878175,35.64450975051541,47.709685243136825,distr,,distr,,"309.89, 136.34","136.34, 710.51",40.03138365707408,12.12664269,,,,,0.7609755305952385,0.0236688333333333
