Iteration_duration,PSCS__TAU
8.653930902481079,462
8.358144998550415,583
8.132329940795898,110
8.31786322593689,165
8.454174041748047,170
8.639039039611816,518
8.626511096954346,600
8.569835186004639,495
8.601907014846802,1
8.565818786621094,405
8.603507995605469,558
8.615416049957275,498
8.626534938812256,431
8.638447999954224,419
8.639954090118408,1
8.647211074829102,376
8.635483026504517,171
8.691668033599854,693
8.650310039520264,662
8.732706069946289,380
8.89074993133545,1
9.138452053070068,405
8.900722980499268,120
8.819300174713135,316
8.768435955047607,378
9.13224196434021,385
8.845685005187988,415
8.72507381439209,571
8.805392026901245,214
8.767932176589966,578
8.8157958984375,186
8.760844945907593,224
8.739290952682495,1
8.625931978225708,214
8.836391925811768,275
8.828105926513672,588
8.921817064285278,1
8.750818014144897,345
8.952975749969482,219
8.936669111251831,279
8.960688829421997,463
8.976557970046997,1
8.980599641799927,253
8.820249795913696,360
8.690787076950073,285
8.720135927200317,376
8.994694709777832,313
8.655163049697876,1
8.913944005966187,181
8.881373882293701,695
9.03952407836914,366
9.085352182388306,168
9.034610033035278,109
9.018215894699097,687
8.892189979553223,165
8.747654914855957,360
8.828238010406494,202
10.07031798362732,1
9.11227297782898,138
8.998234748840332,232
8.917019844055176,694
8.929730892181396,428
8.86316990852356,167
8.81759786605835,290
8.840726137161255,135
8.934751987457275,135
8.759023904800415,1
8.65870714187622,170
8.783055067062378,274
8.762681007385254,183
8.656861305236816,98
8.806081771850586,336
8.650869131088257,242
8.906048059463501,564
8.896544933319092,291
8.641446113586426,462
9.142597198486328,186
8.783040046691895,94
8.800737857818604,92
8.68433690071106,192
8.781145095825195,628
8.730834007263184,578
8.987515926361084,526
10.789520263671875,110
9.741281032562256,232
9.05518627166748,246
9.131519079208374,121
9.428335905075073,250
9.456038236618042,167
9.526867389678955,513
9.119893074035645,144
9.262375831604004,100
9.129166841506958,156
9.011329174041748,231
8.669902801513672,329
8.946020126342773,273
9.185492992401123,502
9.164262056350708,221
8.949058771133423,1
8.886610984802246,661
8.679338216781616,503
8.7830970287323,246
8.657320976257324,345
8.662822961807251,206
8.644125938415527,171
8.85753083229065,337
8.904876947402954,1
8.890604972839355,195
8.913158893585205,294
8.76277208328247,603
8.781461000442505,381
8.799572944641113,89
8.825386047363281,315
8.785874843597412,411
8.928864002227783,508
8.820448875427246,193
8.894344091415405,687
9.012006044387817,171
8.787591934204102,168
8.848942041397095,330
8.847785234451294,199
8.751523733139038,518
8.624507904052734,231
8.731935977935791,165
8.868124723434448,219
9.105147361755371,1
9.180851221084595,166
8.677042961120605,389
8.922397136688232,396
9.088366270065308,156
8.747429132461548,466
8.855211019515991,372
8.660090684890747,305
8.920763969421387,240
8.779546022415161,427
8.720698118209839,91
9.005402088165283,143
8.86831784248352,201
8.95625615119934,110
9.106319189071655,193
9.22349214553833,1
8.977940082550049,89
9.106954097747803,419
8.971471786499023,434
8.75442886352539,545
8.63512897491455,428
8.844081163406372,168
8.723565101623535,112
9.063462972640991,237
9.015734195709229,496
9.02774691581726,84
8.872451782226562,253
8.831305980682373,345
9.37454891204834,106
9.21264100074768,1
8.86998176574707,364
9.031354904174805,1
8.939046144485474,463
9.224679231643677,110
9.050197124481201,1
9.737433910369873,592
9.280452251434326,270
8.9328031539917,183
9.151254892349243,178
9.1599600315094,695
9.057094097137451,223
8.915831089019775,404
9.029272079467773,317
9.047982931137085,435
8.906862735748291,188
8.849339008331299,223
8.998779058456421,97
8.714735746383667,340
8.744361877441406,636
8.700331926345825,1
8.655726194381714,311
8.649411916732788,253
8.862601041793823,121
8.649708986282349,335
8.709894180297852,215
8.745275974273682,315
8.664680004119873,339
8.662820100784302,159
8.8510160446167,369
8.647823095321655,1
8.647011041641235,152
8.726491928100586,499
8.69632363319397,495
8.645872831344604,405
8.788538217544556,385
8.919289112091064,1
8.862788200378418,183
8.817934036254883,273
8.75435495376587,1
8.976977109909058,279
8.69831395149231,156
8.847497940063477,119
8.89278268814087,547
8.78013825416565,96
8.87229323387146,337
8.73676586151123,419
9.207543849945068,123
9.051308155059814,351
8.840454816818237,125
8.761919021606445,690
8.976685047149658,404
9.312822103500366,688
9.145827054977417,180
8.973074913024902,312
9.308194875717163,1
8.76990270614624,109
8.71839427947998,323
8.676692962646484,339
8.959378242492676,461
8.793970823287964,269
8.782771825790405,363
8.825992822647095,693
8.840989112854004,196
9.058926820755005,424
8.694702863693237,253
8.656233072280884,231
8.68436312675476,506
8.767406940460205,176
8.91904902458191,202
8.98259687423706,336
9.199282884597778,643
8.909688234329224,165
9.0819730758667,469
9.12935185432434,289
8.878257036209106,92
8.653293132781982,1
8.68918514251709,392
8.670340061187744,365
8.64906096458435,162
8.637258052825928,103
8.664175033569336,419
8.702598810195923,498
8.639042139053345,116
8.678674936294556,1
8.981809854507446,545
8.766477108001709,377
8.652645826339722,1
8.649554252624512,274
8.80428171157837,210
8.821071147918701,193
8.894561052322388,513
8.727509021759033,325
8.695811033248901,498
8.65261697769165,309
8.648103952407837,229
8.820590257644653,201
8.946595191955566,1
8.809059619903564,250
8.757625818252563,441
8.657875061035156,169
8.819697856903076,565
8.926652908325195,1
9.01539397239685,414
8.77673602104187,377
8.812572002410889,381
8.83400011062622,1
8.76644778251648,169
8.645382165908813,210
8.684350967407227,466
8.658711671829224,1
8.663599252700806,1
8.855701923370361,692
8.688700914382935,463
8.635848999023438,1
8.68278980255127,507
8.702986001968384,488
8.656062364578247,1
8.722963094711304,145
8.814646005630493,115
8.825638055801392,155
8.921557903289795,489
8.763707876205444,170
8.881340026855469,511
8.936840772628784,530
8.909595966339111,687
8.866420984268188,214
8.758573055267334,119
9.004134178161621,440
8.969095945358276,468
8.686896085739136,1
8.903721809387207,513
8.702615022659302,176
8.675603866577148,257
8.768296241760254,505
8.791959047317505,363
8.872140169143677,181
8.742228984832764,290
9.02454400062561,229
