Iteration_duration,PSCS__TAU
2.6709299087524414,462
2.1262967586517334,583
2.122670888900757,110
2.242208957672119,165
2.131398916244507,170
2.133417844772339,518
2.1770031452178955,600
2.2683441638946533,495
2.2942757606506348,1
2.179349899291992,405
2.2010719776153564,558
2.1877999305725098,498
2.211543083190918,431
2.2033638954162598,419
2.2259490489959717,1
2.207711935043335,376
2.2411928176879883,171
2.3003740310668945,693
2.2343130111694336,662
2.2217390537261963,380
2.2335281372070312,1
2.2185001373291016,405
2.2227470874786377,120
2.240835189819336,316
2.2254791259765625,378
2.239109992980957,385
2.227504014968872,415
2.2476141452789307,571
2.221043825149536,214
2.234255075454712,578
2.234503746032715,186
2.2654902935028076,224
2.2224788665771484,1
2.235713005065918,214
2.2183289527893066,275
2.236999273300171,588
2.2182071208953857,1
2.319896936416626,345
2.3144729137420654,219
2.3194949626922607,279
2.2409040927886963,463
2.2180259227752686,1
2.236423969268799,253
2.231623888015747,360
2.238739013671875,285
2.2311151027679443,376
13.701009750366211,313
2.2299208641052246,1
2.235229969024658,181
2.2244088649749756,695
2.2395880222320557,366
2.2204229831695557,168
2.239175796508789,109
2.2254393100738525,687
2.2471046447753906,165
2.229206085205078,360
2.2417569160461426,202
2.222722053527832,1
2.239389181137085,138
2.2236249446868896,232
5.291490077972412,694
2.238636016845703,428
2.225088119506836,167
2.2379491329193115,290
5.145778179168701,135
2.24251389503479,135
2.2224488258361816,1
2.2346670627593994,170
2.2212328910827637,274
2.229735851287842,183
2.224586009979248,98
14.442945957183838,336
2.197108030319214,242
2.217730760574341,564
2.2062928676605225,291
2.2317147254943848,462
2.2303242683410645,186
2.219910144805908,94
2.232239007949829,92
13.550297975540161,192
2.2156412601470947,628
2.200788974761963,578
2.2192068099975586,526
2.2131261825561523,110
12.627840042114258,232
2.2562239170074463,246
2.286813974380493,121
2.275731086730957,250
2.2835702896118164,167
2.214431047439575,513
2.2297348976135254,144
2.214693307876587,100
2.2167718410491943,156
2.274425983428955,231
708.2822608947754,329
2.165611982345581,273
2.147584915161133,502
2.151676893234253,221
2.0820579528808594,1
2.094014883041382,661
2.0751030445098877,503
2.0920088291168213,246
2.075786828994751,345
2.093863010406494,206
2.0738561153411865,171
2.0866928100585938,337
2.1115498542785645,1
2.103605031967163,195
2.126789093017578,294
2.118165969848633,603
2.225537061691284,381
2.133122682571411,89
2.1539230346679688,315
2.141669988632202,411
2.164612054824829,508
2.214221239089966,193
10.423472881317139,687
2.1437671184539795,171
2.133657693862915,168
2.1503238677978516,330
2.14764404296875,199
2.259014844894409,518
2.290398120880127,231
2.2708959579467773,165
2.253565788269043,219
2.2410428524017334,1
2.2678468227386475,166
2.2096569538116455,389
2.1888630390167236,396
2.2091832160949707,156
2.2007789611816406,466
2.200263023376465,372
2.2108709812164307,305
2.2005839347839355,240
24.5456440448761,427
2.1531450748443604,91
2.2533020973205566,143
2.242281913757324,201
2.2649407386779785,110
2.165816068649292,193
2.1723859310150146,1
2.1697819232940674,89
2.202146053314209,419
286.44909167289734,434
2.1026370525360107,545
2.07159686088562,428
2.0717880725860596,168
2.085294723510742,112
2.0798840522766113,237
2.0930328369140625,496
2.073704957962036,84
2.0906901359558105,253
2.072413921356201,345
2.1034629344940186,106
2.0922648906707764,1
2.114950180053711,364
2.107959032058716,1
2.1343801021575928,463
2.119921922683716,110
2.2694389820098877,1
2.1565492153167725,592
2.2397871017456055,270
2.1838371753692627,183
2.160614013671875,178
2.1812729835510254,695
1068.5746071338654,223
2.138577938079834,404
79.82359194755554,317
2.1686480045318604,435
2.152988910675049,188
2.168853998184204,223
2.1160218715667725,97
2.1034600734710693,340
2.0888428688049316,636
2.0946409702301025,1
2.0758631229400635,311
2.0934550762176514,253
2.0703890323638916,121
2.0905239582061768,335
2.073521137237549,215
2.0939650535583496,315
2.0875818729400635,339
2.091341018676758,159
2.1831512451171875,369
2.1838159561157227,1
2.1890151500701904,152
2.1335649490356445,499
2.141270160675049,495
2.1334378719329834,405
532.4672429561615,385
2.1188509464263916,1
2.1457159519195557,183
2.0814151763916016,273
2.08652400970459,1
2.12577223777771,279
2.14149808883667,156
2.1570260524749756,119
2.129983901977539,547
2.1571261882781982,96
2.1250598430633545,337
2.0950558185577393,419
2.0803282260894775,123
2.0910041332244873,351
2.0796852111816406,125
2.109790802001953,690
2.102264881134033,404
2.1217620372772217,688
2.1099741458892822,180
2.1284890174865723,312
2.1193196773529053,1
2.125080108642578,109
1027.7924749851227,323
2.121058940887451,339
2.156801223754883,461
978.0476100444794,269
2.1018178462982178,363
79.7739028930664,693
2.182830810546875,196
2.1024739742279053,424
2.1011719703674316,253
2.075784206390381,231
2.0950872898101807,506
2.0736379623413086,176
2.1081221103668213,202
2.078474998474121,336
2.187248945236206,643
2.1563727855682373,165
2.1321048736572266,469
2.1935088634490967,289
2.1461181640625,92
2.1921489238739014,1
2.2296628952026367,392
2.1788949966430664,365
2.134963035583496,162
2.132175922393799,103
2.1146953105926514,419
2.1369788646698,498
2.126114845275879,116
3.391010046005249,1
2.25950288772583,545
2.240656852722168,377
2.2016441822052,1
2.145230770111084,274
2.162374973297119,210
2.149787187576294,193
2.168813943862915,513
411.6778709888458,325
2.095900774002075,498
2.082275867462158,309
2.0757668018341064,229
2.090183973312378,201
2.0833840370178223,1
2.092895984649658,250
2.143383026123047,441
2.168623924255371,169
2.1112172603607178,565
2.0972139835357666,1
2.075101852416992,414
2.0925331115722656,377
2.137683153152466,381
212.08022904396057,1
2.4313340187072754,169
2.39560866355896,210
2.6110329627990723,466
2.114889144897461,1
2.112154006958008,1
2.3310749530792236,692
2.1500558853149414,463
2.2347638607025146,1
2.1156680583953857,507
2.160041093826294,488
2.178952932357788,1
2.223112106323242,145
2.1689863204956055,115
2.1352360248565674,155
2.150394916534424,489
2.1821959018707275,170
2.2426960468292236,511
2.2211790084838867,530
2.198211193084717,687
2.208865165710449,214
2.1890344619750977,119
